language_mouse.x,language_mouse.y,language_mouse.leftButton,language_mouse.midButton,language_mouse.rightButton,language_mouse.time,language_mouse.clicked_name,nationality,mother_tongue,homeland,gender,age,email,date,expName,psychopyVersion,OS,frameRate,cancel_experiment,cancel_reasons,client_agent_information,windowWidth,windowHeight,xRes,yRes,start_exp_mouse.x,start_exp_mouse.y,start_exp_mouse.leftButton,start_exp_mouse.midButton,start_exp_mouse.rightButton,start_exp_mouse.time,start_exp_mouse.clicked_name,rating_slider.response,rating_slider.rt,next_trial_mouse.x,next_trial_mouse.y,next_trial_mouse.leftButton,next_trial_mouse.midButton,next_trial_mouse.rightButton,next_trial_mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,environment,sunVisibility,cloudVisibility,imageId,imgSize,globalClockTime
-0.27037037,-0.17962963,1,0,0,0.55,de_flag,de,de,de,m,25,,2021-08-08_19h40.59.291,online_experiment,2021.1.4,Win32,60.06006006,FALSE,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1920,969,1920,1080,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,de,de,de,m,25,,2021-08-08_19h40.59.291,online_experiment,2021.1.4,Win32,60.06006006,FALSE,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1920,969,1920,1080,-0.012037037,-0.407407407,1,0,0,1.3327,cont_gr,5,15.3376,0.359259259,-0.418518519,1,0,0,next_trial_button,0,0,0,2,1,beach,visiblesun,noclouds,0,"375,500",
,,,,,,,de,de,de,m,25,,2021-08-08_19h40.59.291,online_experiment,2021.1.4,Win32,60.06006006,FALSE,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1920,969,1920,1080,,,,,,,,6,4.6768,0.477777778,-0.4,1,0,0,next_trial_button,0,1,1,46,1,landscape,visiblesun,noclouds,5,"750,500",
,,,,,,,de,de,de,m,25,,2021-08-08_19h40.59.291,online_experiment,2021.1.4,Win32,60.06006006,FALSE,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1920,969,1920,1080,,,,,,,,7,5.7887,0.362037037,-0.425925926,1,0,0,next_trial_button,0,2,2,54,1,landscape,visiblesun,noclouds,6,"695.0043821209465,500",
,,,,,,,de,de,de,m,25,,2021-08-08_19h40.59.291,online_experiment,2021.1.4,Win32,60.06006006,FALSE,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1920,969,1920,1080,,,,,,,,1,7.2867,0.400925926,-0.406481481,1,0,0,next_trial_button,0,3,3,69,1,landscape,invisiblesun,yesclouds,8,"750,500",
,,,,,,,de,de,de,m,25,,2021-08-08_19h40.59.291,online_experiment,2021.1.4,Win32,60.06006006,FALSE,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1920,969,1920,1080,,,,,,,,2,4.3029,0.432407407,-0.425,1,0,0,next_trial_button,0,4,4,13,1,landscape,invisiblesun,yesclouds,1,"783.1192660550458,500",
,,,,,,,de,de,de,m,25,,2021-08-08_19h40.59.291,online_experiment,2021.1.4,Win32,60.06006006,FALSE,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1920,969,1920,1080,,,,,,,,1,4.3363,0.428703704,-0.442592593,1,0,0,next_trial_button,0,5,5,76,1,landscape,invisiblesun,noclouds,9,"1056.6037735849056,500",
,,,,,,,de,de,de,m,25,,2021-08-08_19h40.59.291,online_experiment,2021.1.4,Win32,60.06006006,FALSE,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1920,969,1920,1080,,,,,,,,6,5.0704,0.419444444,-0.376851852,1,0,0,next_trial_button,0,6,6,61,1,landscape,invisiblesun,yesclouds,7,"500,500",
,,,,,,,de,de,de,m,25,,2021-08-08_19h40.59.291,online_experiment,2021.1.4,Win32,60.06006006,FALSE,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1920,969,1920,1080,,,,,,,,8,4.1705,0.338888889,-0.434259259,1,0,0,next_trial_button,0,7,7,58,1,beach,visiblesun,noclouds,7,"1028.5714285714284,500",
,,,,,,,de,de,de,m,25,,2021-08-08_19h40.59.291,online_experiment,2021.1.4,Win32,60.06006006,FALSE,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1920,969,1920,1080,,,,,,,,9,3.7865,0.392592593,-0.426851852,1,0,0,next_trial_button,0,8,8,3,1,beach,visiblesun,yesclouds,0,"1152.5122276567363,500",
,,,,,,,de,de,de,m,25,,2021-08-08_19h40.59.291,online_experiment,2021.1.4,Win32,60.06006006,FALSE,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1920,969,1920,1080,,,,,,,,8,2.6531,0.469444444,-0.44537037,1,0,0,next_trial_button,0,9,9,66,1,beach,visiblesun,noclouds,8,"1028.5714285714284,500",
