language_mouse.x,language_mouse.y,language_mouse.leftButton,language_mouse.midButton,language_mouse.rightButton,language_mouse.time,language_mouse.clicked_name,nationality,mother_tongue,homeland,gender,age,email,date,expName,psychopyVersion,OS,frameRate,fbclid,cancel_experiment,cancel_reasons,client_agent_information,windowWidth,windowHeight,xRes,yRes,start_exp_mouse.x,start_exp_mouse.y,start_exp_mouse.leftButton,start_exp_mouse.midButton,start_exp_mouse.rightButton,start_exp_mouse.time,start_exp_mouse.clicked_name,rating_slider.response,rating_slider.rt,next_trial_mouse.x,next_trial_mouse.y,next_trial_mouse.leftButton,next_trial_mouse.midButton,next_trial_mouse.rightButton,next_trial_mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,environment,sunVisibility,cloudVisibility,imageId,imgSize,globalClockTime
0.2766765,-0.249899089,1,0,0,3.2001,gr_flag,gr,gr,gr,m,23,,2021-08-31_17h43.31.909,online_experiment,2021.1.4,MacIntel,59.99880002,IwAR1nzq3DuG0ACMPvAGveyBSH8gNKFs8lBpr0U24HSSrM3lRDw_YRoEhYFYM,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,789,1440,900,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,gr,gr,gr,m,23,,2021-08-31_17h43.31.909,online_experiment,2021.1.4,MacIntel,59.99880002,IwAR1nzq3DuG0ACMPvAGveyBSH8gNKFs8lBpr0U24HSSrM3lRDw_YRoEhYFYM,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,789,1440,900,,,,,,,,8,3.3562,0.448220757,-0.386037801,1,0,0,next_trial_button,0,30,30,18,1,beach,visiblesun,noclouds,2,"666.6666666666666,500",
,,,,,,,gr,gr,gr,m,23,,2021-08-31_17h43.31.909,online_experiment,2021.1.4,MacIntel,59.99880002,IwAR1nzq3DuG0ACMPvAGveyBSH8gNKFs8lBpr0U24HSSrM3lRDw_YRoEhYFYM,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,789,1440,900,,,,,,,,4,2.5223,0.348262939,-0.410421685,1,0,0,next_trial_button,0,31,31,35,1,beach,visiblesun,yesclouds,4,"750,500",
,,,,,,,gr,gr,gr,m,23,,2021-08-31_17h43.31.909,online_experiment,2021.1.4,MacIntel,59.99880002,IwAR1nzq3DuG0ACMPvAGveyBSH8gNKFs8lBpr0U24HSSrM3lRDw_YRoEhYFYM,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,789,1440,900,,,,,,,,7,2.0275,0.385375977,-0.414046834,1,0,0,next_trial_button,0,32,32,8,1,beach,invisiblesun,noclouds,1,"1215.1898734177216,500",
,,,,,,,gr,gr,gr,m,23,,2021-08-31_17h43.31.909,online_experiment,2021.1.4,MacIntel,59.99880002,IwAR1nzq3DuG0ACMPvAGveyBSH8gNKFs8lBpr0U24HSSrM3lRDw_YRoEhYFYM,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,789,1440,900,,,,,,,,8,1.5967,0.411483019,-0.42062656,1,0,0,next_trial_button,0,33,33,45,1,landscape,invisiblesun,yesclouds,5,"749.6251874062968,500",
,,,,,,,gr,gr,gr,m,23,,2021-08-31_17h43.31.909,online_experiment,2021.1.4,MacIntel,59.99880002,IwAR1nzq3DuG0ACMPvAGveyBSH8gNKFs8lBpr0U24HSSrM3lRDw_YRoEhYFYM,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,789,1440,900,,,,,,,,8,1.8939,0.378230659,-0.400459798,1,0,0,next_trial_button,0,34,34,75,1,beach,visiblesun,yesclouds,9,"1029.6010296010297,500",
,,,,,,,gr,gr,gr,m,23,,2021-08-31_17h43.31.909,online_experiment,2021.1.4,MacIntel,59.99880002,IwAR1nzq3DuG0ACMPvAGveyBSH8gNKFs8lBpr0U24HSSrM3lRDw_YRoEhYFYM,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,789,1440,900,,,,,,,,8,1.7795,0.385625949,-0.417612712,1,0,0,next_trial_button,0,35,35,50,1,beach,visiblesun,noclouds,6,"666.6666666666666,500",
,,,,,,,gr,gr,gr,m,23,,2021-08-31_17h43.31.909,online_experiment,2021.1.4,MacIntel,59.99880002,IwAR1nzq3DuG0ACMPvAGveyBSH8gNKFs8lBpr0U24HSSrM3lRDw_YRoEhYFYM,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,789,1440,900,,,,,,,,4,1.8745,0.370353326,-0.418325195,1,0,0,next_trial_button,0,36,36,23,1,landscape,visiblesun,yesclouds,2,"767.97829036635,500",
,,,,,,,gr,gr,gr,m,23,,2021-08-31_17h43.31.909,online_experiment,2021.1.4,MacIntel,59.99880002,IwAR1nzq3DuG0ACMPvAGveyBSH8gNKFs8lBpr0U24HSSrM3lRDw_YRoEhYFYM,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,789,1440,900,,,,,,,,6,1.9263,0.385738118,-0.41136339,1,0,0,next_trial_button,0,37,37,20,1,landscape,invisiblesun,noclouds,2,"755.192878338279,500",
,,,,,,,gr,gr,gr,m,23,,2021-08-31_17h43.31.909,online_experiment,2021.1.4,MacIntel,59.99880002,IwAR1nzq3DuG0ACMPvAGveyBSH8gNKFs8lBpr0U24HSSrM3lRDw_YRoEhYFYM,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,789,1440,900,,,,,,,,8,1.5453,0.427318929,-0.422517293,1,0,0,next_trial_button,0,38,38,16,1,beach,invisiblesun,noclouds,2,"752.8089887640449,500",
,,,,,,,gr,gr,gr,m,23,,2021-08-31_17h43.31.909,online_experiment,2021.1.4,MacIntel,59.99880002,IwAR1nzq3DuG0ACMPvAGveyBSH8gNKFs8lBpr0U24HSSrM3lRDw_YRoEhYFYM,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,789,1440,900,,,,,,,,8,1.5295,0.332166816,-0.412075738,1,0,0,next_trial_button,0,39,39,29,1,landscape,invisiblesun,yesclouds,3,"749.8660953401178,500",
,,,,,,,gr,gr,gr,m,23,,2021-08-31_17h43.31.909,online_experiment,2021.1.4,MacIntel,59.99880002,IwAR1nzq3DuG0ACMPvAGveyBSH8gNKFs8lBpr0U24HSSrM3lRDw_YRoEhYFYM,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,789,1440,900,,,,,,,,8,1.9568,0.40181939,-0.408359646,1,0,0,next_trial_button,0,40,40,37,1,landscape,invisiblesun,yesclouds,4,"669.4214876033058,500",
,,,,,,,gr,gr,gr,m,23,,2021-08-31_17h43.31.909,online_experiment,2021.1.4,MacIntel,59.99880002,IwAR1nzq3DuG0ACMPvAGveyBSH8gNKFs8lBpr0U24HSSrM3lRDw_YRoEhYFYM,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,789,1440,900,,,,,,,,9,1.4226,0.375844455,-0.417817315,1,0,0,next_trial_button,0,41,41,49,1,beach,invisiblesun,yesclouds,6,"858.4474885844749,500",
,,,,,,,gr,gr,gr,m,23,,2021-08-31_17h43.31.909,online_experiment,2021.1.4,MacIntel,59.99880002,IwAR1nzq3DuG0ACMPvAGveyBSH8gNKFs8lBpr0U24HSSrM3lRDw_YRoEhYFYM,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,789,1440,900,,,,,,,,8,1.6351,0.435622559,-0.408095839,1,0,0,next_trial_button,0,42,42,56,1,beach,invisiblesun,noclouds,7,"1028.5714285714284,500",
,,,,,,,gr,gr,gr,m,23,,2021-08-31_17h43.31.909,online_experiment,2021.1.4,MacIntel,59.99880002,IwAR1nzq3DuG0ACMPvAGveyBSH8gNKFs8lBpr0U24HSSrM3lRDw_YRoEhYFYM,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,789,1440,900,,,,,,,,9,1.7466,0.467248128,-0.394522569,1,0,0,next_trial_button,0,43,43,2,1,beach,visiblesun,noclouds,0,"375,500",
,,,,,,,gr,gr,gr,m,23,,2021-08-31_17h43.31.909,online_experiment,2021.1.4,MacIntel,59.99880002,IwAR1nzq3DuG0ACMPvAGveyBSH8gNKFs8lBpr0U24HSSrM3lRDw_YRoEhYFYM,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,789,1440,900,,,,,,,,9,1.7281,0.418254666,-0.417986654,1,0,0,next_trial_button,0,44,44,34,1,beach,visiblesun,noclouds,4,"749.6251874062968,500",
,,,,,,,gr,gr,gr,m,23,,2021-08-31_17h43.31.909,online_experiment,2021.1.4,MacIntel,59.99880002,IwAR1nzq3DuG0ACMPvAGveyBSH8gNKFs8lBpr0U24HSSrM3lRDw_YRoEhYFYM,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,789,1440,900,,,,,,,,5,1.7069,0.338460151,-0.419031101,1,0,0,next_trial_button,0,45,45,52,1,landscape,invisiblesun,noclouds,6,"666.6666666666666,500",
,,,,,,,gr,gr,gr,m,23,,2021-08-31_17h43.31.909,online_experiment,2021.1.4,MacIntel,59.99880002,IwAR1nzq3DuG0ACMPvAGveyBSH8gNKFs8lBpr0U24HSSrM3lRDw_YRoEhYFYM,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,789,1440,900,,,,,,,,8,1.7643,0.320340441,-0.413933512,1,0,0,next_trial_button,0,46,46,11,1,beach,visiblesun,yesclouds,1,"989.8132427843803,500",
,,,,,,,gr,gr,gr,m,23,,2021-08-31_17h43.31.909,online_experiment,2021.1.4,MacIntel,59.99880002,IwAR1nzq3DuG0ACMPvAGveyBSH8gNKFs8lBpr0U24HSSrM3lRDw_YRoEhYFYM,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,789,1440,900,,,,,,,,8,2.2088,0.4611065,-0.430140788,1,0,0,next_trial_button,0,47,47,64,1,beach,invisiblesun,noclouds,8,"1028.5714285714284,500",
,,,,,,,gr,gr,gr,m,23,,2021-08-31_17h43.31.909,online_experiment,2021.1.4,MacIntel,59.99880002,IwAR1nzq3DuG0ACMPvAGveyBSH8gNKFs8lBpr0U24HSSrM3lRDw_YRoEhYFYM,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,789,1440,900,,,,,,,,8,2.0102,0.461223823,-0.404486627,1,0,0,next_trial_button,0,48,48,53,1,landscape,invisiblesun,yesclouds,6,"750.0695023630803,500",
,,,,,,,gr,gr,gr,m,23,,2021-08-31_17h43.31.909,online_experiment,2021.1.4,MacIntel,59.99880002,IwAR1nzq3DuG0ACMPvAGveyBSH8gNKFs8lBpr0U24HSSrM3lRDw_YRoEhYFYM,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,789,1440,900,,,,,,,,8,1.63,0.409923638,-0.408737861,1,0,0,next_trial_button,0,49,49,27,1,beach,visiblesun,yesclouds,3,"752.8089887640449,500",
,,,,,,,gr,gr,gr,m,23,,2021-08-31_17h43.31.909,online_experiment,2021.1.4,MacIntel,59.99880002,IwAR1nzq3DuG0ACMPvAGveyBSH8gNKFs8lBpr0U24HSSrM3lRDw_YRoEhYFYM,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,789,1440,900,,,,,,,,8,1.4777,0.376290283,-0.423891195,1,0,0,next_trial_button,0,50,50,10,1,beach,visiblesun,noclouds,1,"747.0261697065821,500",
,,,,,,,gr,gr,gr,m,23,,2021-08-31_17h43.31.909,online_experiment,2021.1.4,MacIntel,59.99880002,IwAR1nzq3DuG0ACMPvAGveyBSH8gNKFs8lBpr0U24HSSrM3lRDw_YRoEhYFYM,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,789,1440,900,,,,,,,,5,1.7486,0.373640951,-0.420934177,1,0,0,next_trial_button,0,51,51,38,1,landscape,visiblesun,noclouds,4,"733.3333333333333,500",
,,,,,,,gr,gr,gr,m,23,,2021-08-31_17h43.31.909,online_experiment,2021.1.4,MacIntel,59.99880002,IwAR1nzq3DuG0ACMPvAGveyBSH8gNKFs8lBpr0U24HSSrM3lRDw_YRoEhYFYM,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,789,1440,900,,,,,,,,8,1.4883,0.468117269,-0.393666178,1,0,0,next_trial_button,0,52,52,33,1,beach,invisiblesun,yesclouds,4,"751.5473032714411,500",
,,,,,,,gr,gr,gr,m,23,,2021-08-31_17h43.31.909,online_experiment,2021.1.4,MacIntel,59.99880002,IwAR1nzq3DuG0ACMPvAGveyBSH8gNKFs8lBpr0U24HSSrM3lRDw_YRoEhYFYM,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,789,1440,900,,,,,,,,4,1.6783,0.396362983,-0.413274197,1,0,0,next_trial_button,0,53,53,31,1,landscape,visiblesun,yesclouds,3,"638.0622837370242,500",
,,,,,,,gr,gr,gr,m,23,,2021-08-31_17h43.31.909,online_experiment,2021.1.4,MacIntel,59.99880002,IwAR1nzq3DuG0ACMPvAGveyBSH8gNKFs8lBpr0U24HSSrM3lRDw_YRoEhYFYM,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,789,1440,900,,,,,,,,4,1.9091,0.417399902,-0.399718696,1,0,0,next_trial_button,0,54,54,60,1,landscape,invisiblesun,noclouds,7,"666.7268134247564,500",
,,,,,,,gr,gr,gr,m,23,,2021-08-31_17h43.31.909,online_experiment,2021.1.4,MacIntel,59.99880002,IwAR1nzq3DuG0ACMPvAGveyBSH8gNKFs8lBpr0U24HSSrM3lRDw_YRoEhYFYM,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,789,1440,900,,,,,,,,5,3.4789,0.386409776,-0.403189833,1,0,0,next_trial_button,0,55,55,6,1,landscape,visiblesun,noclouds,0,"1413.8005159071367,500",
,,,,,,,gr,gr,gr,m,23,,2021-08-31_17h43.31.909,online_experiment,2021.1.4,MacIntel,59.99880002,IwAR1nzq3DuG0ACMPvAGveyBSH8gNKFs8lBpr0U24HSSrM3lRDw_YRoEhYFYM,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,789,1440,900,,,,,,,,8,1.8897,0.384485813,-0.4179265,1,0,0,next_trial_button,0,56,56,54,1,landscape,visiblesun,noclouds,6,"695.0043821209465,500",
,,,,,,,gr,gr,gr,m,23,,2021-08-31_17h43.31.909,online_experiment,2021.1.4,MacIntel,59.99880002,IwAR1nzq3DuG0ACMPvAGveyBSH8gNKFs8lBpr0U24HSSrM3lRDw_YRoEhYFYM,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,789,1440,900,,,,,,,,6,1.7277,0.41649292,-0.431365153,1,0,0,next_trial_button,0,57,57,36,1,landscape,invisiblesun,noclouds,4,"281.25,500",
,,,,,,,gr,gr,gr,m,23,,2021-08-31_17h43.31.909,online_experiment,2021.1.4,MacIntel,59.99880002,IwAR1nzq3DuG0ACMPvAGveyBSH8gNKFs8lBpr0U24HSSrM3lRDw_YRoEhYFYM,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,789,1440,900,,,,,,,,7,2.7269,0.372806939,-0.41537306,1,0,0,next_trial_button,0,58,58,72,1,beach,invisiblesun,noclouds,9,"888.8888888888888,500",
,,,,,,,gr,gr,gr,m,23,,2021-08-31_17h43.31.909,online_experiment,2021.1.4,MacIntel,59.99880002,IwAR1nzq3DuG0ACMPvAGveyBSH8gNKFs8lBpr0U24HSSrM3lRDw_YRoEhYFYM,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,789,1440,900,,,,,,,,4,1.6091,0.345289849,-0.413688083,1,0,0,next_trial_button,0,59,59,28,1,landscape,invisiblesun,noclouds,3,"888.8888888888888,500",
,,,,,,,gr,gr,gr,m,23,,2021-08-31_17h43.31.909,online_experiment,2021.1.4,MacIntel,59.99880002,IwAR1nzq3DuG0ACMPvAGveyBSH8gNKFs8lBpr0U24HSSrM3lRDw_YRoEhYFYM,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,789,1440,900,,,,,,,,7,2.263,0.344381646,-0.41389384,1,0,0,next_trial_button,0,60,60,41,1,beach,invisiblesun,yesclouds,5,"1248.4394506866417,500",
,,,,,,,gr,gr,gr,m,23,,2021-08-31_17h43.31.909,online_experiment,2021.1.4,MacIntel,59.99880002,IwAR1nzq3DuG0ACMPvAGveyBSH8gNKFs8lBpr0U24HSSrM3lRDw_YRoEhYFYM,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,789,1440,900,,,,,,,,8,1.8768,0.536533203,-0.40882704,1,0,0,next_trial_button,0,61,61,21,1,landscape,invisiblesun,yesclouds,2,"750,500",
,,,,,,,gr,gr,gr,m,23,,2021-08-31_17h43.31.909,online_experiment,2021.1.4,MacIntel,59.99880002,IwAR1nzq3DuG0ACMPvAGveyBSH8gNKFs8lBpr0U24HSSrM3lRDw_YRoEhYFYM,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,789,1440,900,,,,,,,,6,2.4288,0.387170546,-0.409710151,1,0,0,next_trial_button,0,62,62,22,1,landscape,visiblesun,noclouds,2,"749.3333333333333,500",
,,,,,,,gr,gr,gr,m,23,,2021-08-31_17h43.31.909,online_experiment,2021.1.4,MacIntel,59.99880002,IwAR1nzq3DuG0ACMPvAGveyBSH8gNKFs8lBpr0U24HSSrM3lRDw_YRoEhYFYM,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,789,1440,900,,,,,,,,5,1.4406,0.426835937,-0.411445312,1,0,0,next_trial_button,0,63,63,61,1,landscape,invisiblesun,yesclouds,7,"500,500",
,,,,,,,gr,gr,gr,m,23,,2021-08-31_17h43.31.909,online_experiment,2021.1.4,MacIntel,59.99880002,IwAR1nzq3DuG0ACMPvAGveyBSH8gNKFs8lBpr0U24HSSrM3lRDw_YRoEhYFYM,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,789,1440,900,,,,,,,,6,1.5423,0.375467529,-0.414042765,1,0,0,next_trial_button,0,64,64,30,1,landscape,visiblesun,noclouds,3,"346.3035019455253,500",
,,,,,,,gr,gr,gr,m,23,,2021-08-31_17h43.31.909,online_experiment,2021.1.4,MacIntel,59.99880002,IwAR1nzq3DuG0ACMPvAGveyBSH8gNKFs8lBpr0U24HSSrM3lRDw_YRoEhYFYM,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,789,1440,900,,,,,,,,9,1.9259,0.352177734,-0.381837565,1,0,0,next_trial_button,0,65,65,43,1,beach,visiblesun,yesclouds,5,"750,500",
,,,,,,,gr,gr,gr,m,23,,2021-08-31_17h43.31.909,online_experiment,2021.1.4,MacIntel,59.99880002,IwAR1nzq3DuG0ACMPvAGveyBSH8gNKFs8lBpr0U24HSSrM3lRDw_YRoEhYFYM,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,789,1440,900,,,,,,,,6,1.4801,0.45707411,-0.404393785,1,0,0,next_trial_button,0,66,66,68,1,landscape,invisiblesun,noclouds,8,"666.6666666666666,500",
,,,,,,,gr,gr,gr,m,23,,2021-08-31_17h43.31.909,online_experiment,2021.1.4,MacIntel,59.99880002,IwAR1nzq3DuG0ACMPvAGveyBSH8gNKFs8lBpr0U24HSSrM3lRDw_YRoEhYFYM,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,789,1440,900,,,,,,,,8,1.8263,0.373838976,-0.417892117,1,0,0,next_trial_button,0,67,67,40,1,beach,invisiblesun,noclouds,5,"1028.5714285714284,500",
,,,,,,,gr,gr,gr,m,23,,2021-08-31_17h43.31.909,online_experiment,2021.1.4,MacIntel,59.99880002,IwAR1nzq3DuG0ACMPvAGveyBSH8gNKFs8lBpr0U24HSSrM3lRDw_YRoEhYFYM,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,789,1440,900,,,,,,,,8,1.5677,0.490743408,-0.407513292,1,0,0,next_trial_button,0,68,68,47,1,landscape,visiblesun,yesclouds,5,"666.6666666666666,500",
,,,,,,,gr,gr,gr,m,23,,2021-08-31_17h43.31.909,online_experiment,2021.1.4,MacIntel,59.99880002,IwAR1nzq3DuG0ACMPvAGveyBSH8gNKFs8lBpr0U24HSSrM3lRDw_YRoEhYFYM,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,789,1440,900,,,,,,,,8,1.6315,0.48406779,-0.452103068,1,0,0,next_trial_button,0,69,69,66,1,beach,visiblesun,noclouds,8,"1028.5714285714284,500",
,,,,,,,gr,gr,gr,m,23,,2021-08-31_17h43.31.909,online_experiment,2021.1.4,MacIntel,59.99880002,IwAR1nzq3DuG0ACMPvAGveyBSH8gNKFs8lBpr0U24HSSrM3lRDw_YRoEhYFYM,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,789,1440,900,,,,,,,,8,2.5817,0.503400336,-0.451735975,1,0,0,next_trial_button,0,70,70,69,1,landscape,invisiblesun,yesclouds,8,"750,500",
,,,,,,,gr,gr,gr,m,23,,2021-08-31_17h43.31.909,online_experiment,2021.1.4,MacIntel,59.99880002,IwAR1nzq3DuG0ACMPvAGveyBSH8gNKFs8lBpr0U24HSSrM3lRDw_YRoEhYFYM,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,789,1440,900,,,,,,,,8,1.6223,0.416875,-0.401987644,1,0,0,next_trial_button,0,71,71,14,1,landscape,visiblesun,noclouds,1,"745.9919839679359,500",
,,,,,,,gr,gr,gr,m,23,,2021-08-31_17h43.31.909,online_experiment,2021.1.4,MacIntel,59.99880002,IwAR1nzq3DuG0ACMPvAGveyBSH8gNKFs8lBpr0U24HSSrM3lRDw_YRoEhYFYM,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,789,1440,900,,,,,,,,8,1.7701,0.404142117,-0.418453301,1,0,0,next_trial_button,0,72,72,65,1,beach,invisiblesun,yesclouds,8,"750,500",
,,,,,,,gr,gr,gr,m,23,,2021-08-31_17h43.31.909,online_experiment,2021.1.4,MacIntel,59.99880002,IwAR1nzq3DuG0ACMPvAGveyBSH8gNKFs8lBpr0U24HSSrM3lRDw_YRoEhYFYM,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,789,1440,900,,,,,,,,9,1.5627,0.478437771,-0.412862142,1,0,0,next_trial_button,0,73,73,0,1,beach,invisiblesun,noclouds,0,"750,500",
,,,,,,,gr,gr,gr,m,23,,2021-08-31_17h43.31.909,online_experiment,2021.1.4,MacIntel,59.99880002,IwAR1nzq3DuG0ACMPvAGveyBSH8gNKFs8lBpr0U24HSSrM3lRDw_YRoEhYFYM,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1440,789,1440,900,,,,,,,,5,1.93,0.346907281,-0.402642483,1,0,0,next_trial_button,0,74,74,44,1,landscape,invisiblesun,noclouds,5,"666.6666666666666,500",
