language_mouse.x,language_mouse.y,language_mouse.leftButton,language_mouse.midButton,language_mouse.rightButton,language_mouse.time,language_mouse.clicked_name,nationality,mother_tongue,homeland,gender,age,email,date,expName,psychopyVersion,OS,frameRate,cancel_experiment,cancel_reasons,client_agent_information,windowWidth,windowHeight,xRes,yRes,start_exp_mouse.x,start_exp_mouse.y,start_exp_mouse.leftButton,start_exp_mouse.midButton,start_exp_mouse.rightButton,start_exp_mouse.time,start_exp_mouse.clicked_name,rating_slider.response,rating_slider.rt,next_trial_mouse.x,next_trial_mouse.y,next_trial_mouse.leftButton,next_trial_mouse.midButton,next_trial_mouse.rightButton,next_trial_mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,environment,sunVisibility,cloudVisibility,imageId,imgSize,globalClockTime
0.326132771,-0.219704953,1,0,0,1.5168,gr_flag,gr,gr,gr,m,21,,2021-08-31_17h18.59.472,online_experiment,2021.1.4,Win32,59.89099838,FALSE,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36 OPR/78.0.4093.153",1879,949,1920,1080,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,gr,gr,gr,m,21,,2021-08-31_17h18.59.472,online_experiment,2021.1.4,Win32,59.89099838,FALSE,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36 OPR/78.0.4093.153",1879,949,1920,1080,0.099578504,-0.387249737,1,0,0,11.5491,cont_gr,8,3.5923,0.33772392,-0.423076923,1,0,0,next_trial_button,0,0,0,40,1,beach,invisiblesun,noclouds,5,"1028.5714285714284,500",
,,,,,,,gr,gr,gr,m,21,,2021-08-31_17h18.59.472,online_experiment,2021.1.4,Win32,59.89099838,FALSE,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36 OPR/78.0.4093.153",1879,949,1920,1080,,,,,,,,2,1.7856,0.355637513,-0.413593256,1,0,0,next_trial_button,0,1,1,30,1,landscape,visiblesun,noclouds,3,"346.3035019455253,500",
,,,,,,,gr,gr,gr,m,21,,2021-08-31_17h18.59.472,online_experiment,2021.1.4,Win32,59.89099838,FALSE,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36 OPR/78.0.4093.153",1879,949,1920,1080,,,,,,,,7,4.1382,0.404109589,-0.438883035,1,0,0,next_trial_button,0,2,2,26,1,beach,visiblesun,noclouds,3,"888.8888888888888,500",
,,,,,,,gr,gr,gr,m,21,,2021-08-31_17h18.59.472,online_experiment,2021.1.4,Win32,59.89099838,FALSE,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36 OPR/78.0.4093.153",1879,949,1920,1080,,,,,,,,7,1.7405,0.369336143,-0.409378293,1,0,0,next_trial_button,0,3,3,19,1,beach,visiblesun,yesclouds,2,"770.1393095093882,500",
,,,,,,,gr,gr,gr,m,21,,2021-08-31_17h18.59.472,online_experiment,2021.1.4,Win32,59.89099838,FALSE,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36 OPR/78.0.4093.153",1879,949,1920,1080,,,,,,,,7,1.8119,0.399894626,-0.440990516,1,0,0,next_trial_button,0,4,4,24,1,beach,invisiblesun,noclouds,3,"750.089190153407,500",
,,,,,,,gr,gr,gr,m,21,,2021-08-31_17h18.59.472,online_experiment,2021.1.4,Win32,59.89099838,FALSE,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36 OPR/78.0.4093.153",1879,949,1920,1080,,,,,,,,5,1.9238,0.409378293,-0.437829294,1,0,0,next_trial_button,0,5,5,46,1,landscape,visiblesun,noclouds,5,"750,500",
,,,,,,,gr,gr,gr,m,21,,2021-08-31_17h18.59.472,online_experiment,2021.1.4,Win32,59.89099838,FALSE,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36 OPR/78.0.4093.153",1879,949,1920,1080,,,,,,,,4,3.9188,0.341938883,-0.402002107,1,0,0,next_trial_button,0,6,6,67,1,beach,visiblesun,yesclouds,8,"748.1481481481482,500",
,,,,,,,gr,gr,gr,m,21,,2021-08-31_17h18.59.472,online_experiment,2021.1.4,Win32,59.89099838,FALSE,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36 OPR/78.0.4093.153",1879,949,1920,1080,,,,,,,,7,2.1194,0.335616438,-0.407270811,1,0,0,next_trial_button,0,7,7,23,1,landscape,visiblesun,yesclouds,2,"767.97829036635,500",
,,,,,,,gr,gr,gr,m,21,,2021-08-31_17h18.59.472,online_experiment,2021.1.4,Win32,59.89099838,FALSE,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36 OPR/78.0.4093.153",1879,949,1920,1080,,,,,,,,9,1.8124,0.409378293,-0.403055848,1,0,0,next_trial_button,0,8,8,41,1,beach,invisiblesun,yesclouds,5,"1248.4394506866417,500",
