language_mouse.x,language_mouse.y,language_mouse.leftButton,language_mouse.midButton,language_mouse.rightButton,language_mouse.time,language_mouse.clicked_name,nationality,mother_tongue,homeland,gender,age,email,date,expName,psychopyVersion,OS,frameRate,fbclid,cancel_experiment,cancel_reasons,client_agent_information,windowWidth,windowHeight,xRes,yRes,start_exp_mouse.x,start_exp_mouse.y,start_exp_mouse.leftButton,start_exp_mouse.midButton,start_exp_mouse.rightButton,start_exp_mouse.time,start_exp_mouse.clicked_name,rating_slider.response,rating_slider.rt,next_trial_mouse.x,next_trial_mouse.y,next_trial_mouse.leftButton,next_trial_mouse.midButton,next_trial_mouse.rightButton,next_trial_mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,environment,sunVisibility,cloudVisibility,imageId,imgSize,globalClockTime
0.341666798,-0.272222234,1,0,0,1.1949,gr_flag,gr,gr,gr,f,20,,2021-09-01_12h04.52.267,online_experiment,2021.1.4,Win32,60.03842459,IwAR25fVgF3939i9g20vdSAnVRGGTZRORjmuWunvHACrdPiXDcNhXSjU8pVnk,FALSE,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1536,754,1536,864,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,gr,gr,gr,f,20,,2021-09-01_12h04.52.267,online_experiment,2021.1.4,Win32,60.03842459,IwAR25fVgF3939i9g20vdSAnVRGGTZRORjmuWunvHACrdPiXDcNhXSjU8pVnk,FALSE,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1536,754,1536,864,0.015740811,-0.405555569,1,0,0,1.3523,cont_gr,8,5.2719,0.325000018,-0.4046297,1,0,0,next_trial_button,0,0,0,79,1,landscape,visiblesun,yesclouds,9,"1028.5714285714284,500",
,,,,,,,gr,gr,gr,f,20,,2021-09-01_12h04.52.267,online_experiment,2021.1.4,Win32,60.03842459,IwAR25fVgF3939i9g20vdSAnVRGGTZRORjmuWunvHACrdPiXDcNhXSjU8pVnk,FALSE,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1536,754,1536,864,,,,,,,,7,3.2239,0.402777797,-0.412037051,1,0,0,next_trial_button,0,1,1,34,1,beach,visiblesun,noclouds,4,"749.6251874062968,500",
,,,,,,,gr,gr,gr,f,20,,2021-09-01_12h04.52.267,online_experiment,2021.1.4,Win32,60.03842459,IwAR25fVgF3939i9g20vdSAnVRGGTZRORjmuWunvHACrdPiXDcNhXSjU8pVnk,FALSE,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1536,754,1536,864,,,,,,,,9,2.3608,0.446296316,-0.422222236,1,0,0,next_trial_button,0,2,2,50,1,beach,visiblesun,noclouds,6,"666.6666666666666,500",
,,,,,,,gr,gr,gr,f,20,,2021-09-01_12h04.52.267,online_experiment,2021.1.4,Win32,60.03842459,IwAR25fVgF3939i9g20vdSAnVRGGTZRORjmuWunvHACrdPiXDcNhXSjU8pVnk,FALSE,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1536,754,1536,864,,,,,,,,9,2.9775,0.373148167,-0.438888903,1,0,0,next_trial_button,0,3,3,64,1,beach,invisiblesun,noclouds,8,"1028.5714285714284,500",
,,,,,,,gr,gr,gr,f,20,,2021-09-01_12h04.52.267,online_experiment,2021.1.4,Win32,60.03842459,IwAR25fVgF3939i9g20vdSAnVRGGTZRORjmuWunvHACrdPiXDcNhXSjU8pVnk,FALSE,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1536,754,1536,864,,,,,,,,3,3.2474,0.379629649,-0.42129631,1,0,0,next_trial_button,0,4,4,30,1,landscape,visiblesun,noclouds,3,"346.3035019455253,500",
,,,,,,,gr,gr,gr,f,20,,2021-09-01_12h04.52.267,online_experiment,2021.1.4,Win32,60.03842459,IwAR25fVgF3939i9g20vdSAnVRGGTZRORjmuWunvHACrdPiXDcNhXSjU8pVnk,FALSE,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1536,754,1536,864,,,,,,,,4,4.2975,0.44537039,-0.408333347,1,0,0,next_trial_button,0,5,5,39,1,landscape,visiblesun,yesclouds,4,"749.7656982193065,500",
,,,,,,,gr,gr,gr,f,20,,2021-09-01_12h04.52.267,online_experiment,2021.1.4,Win32,60.03842459,IwAR25fVgF3939i9g20vdSAnVRGGTZRORjmuWunvHACrdPiXDcNhXSjU8pVnk,FALSE,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1536,754,1536,864,,,,,,,,4,3.5719,0.365740759,-0.419444458,1,0,0,next_trial_button,0,6,6,7,1,landscape,visiblesun,yesclouds,0,"743.421052631579,500",
,,,,,,,gr,gr,gr,f,20,,2021-09-01_12h04.52.267,online_experiment,2021.1.4,Win32,60.03842459,IwAR25fVgF3939i9g20vdSAnVRGGTZRORjmuWunvHACrdPiXDcNhXSjU8pVnk,FALSE,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1536,754,1536,864,,,,,,,,6,2.4425,0.44537039,-0.412962977,1,0,0,next_trial_button,0,7,7,46,1,landscape,visiblesun,noclouds,5,"750,500",
,,,,,,,gr,gr,gr,f,20,,2021-09-01_12h04.52.267,online_experiment,2021.1.4,Win32,60.03842459,IwAR25fVgF3939i9g20vdSAnVRGGTZRORjmuWunvHACrdPiXDcNhXSjU8pVnk,FALSE,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1536,754,1536,864,,,,,,,,1,3.7116,0.428703723,-0.412037051,1,0,0,next_trial_button,0,8,8,68,1,landscape,invisiblesun,noclouds,8,"666.6666666666666,500",
