language_mouse.x,language_mouse.y,language_mouse.leftButton,language_mouse.midButton,language_mouse.rightButton,language_mouse.time,language_mouse.clicked_name,nationality,mother_tongue,homeland,gender,age,email,date,expName,psychopyVersion,OS,frameRate,cancel_experiment,cancel_reasons,client_agent_information,windowWidth,windowHeight,xRes,yRes,start_exp_mouse.x,start_exp_mouse.y,start_exp_mouse.leftButton,start_exp_mouse.midButton,start_exp_mouse.rightButton,start_exp_mouse.time,start_exp_mouse.clicked_name,rating_slider.response,rating_slider.rt,next_trial_mouse.x,next_trial_mouse.y,next_trial_mouse.leftButton,next_trial_mouse.midButton,next_trial_mouse.rightButton,next_trial_mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,environment,sunVisibility,cloudVisibility,imageId,imgSize,globalClockTime
-0.388888889,-0.181111111,1,0,0,1.075,de_flag,de,de,de,x,22,,2021-08-02_22h55.53.864,online_experiment,2021.1.4,MacIntel,58.82352941,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1292,740,1440,900,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,de,de,de,x,22,,2021-08-02_22h55.53.864,online_experiment,2021.1.4,MacIntel,58.82352941,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1292,740,1440,900,,,,,,,,8,3.06,0.388888889,-0.428888889,1,0,0,next_trial_button,0,49,49,53,1,landscape,invisiblesun,yesclouds,6,"750.0695023630803,500",
,,,,,,,de,de,de,x,22,,2021-08-02_22h55.53.864,online_experiment,2021.1.4,MacIntel,58.82352941,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1292,740,1440,900,,,,,,,,6,1.899,0.32,-0.436666667,1,0,0,next_trial_button,0,50,50,10,1,beach,visiblesun,noclouds,1,"747.0261697065821,500",
,,,,,,,de,de,de,x,22,,2021-08-02_22h55.53.864,online_experiment,2021.1.4,MacIntel,58.82352941,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1292,740,1440,900,,,,,,,,6,2.411,0.46,-0.426666667,1,0,0,next_trial_button,0,51,51,57,1,beach,invisiblesun,yesclouds,7,"749.707488299532,500",
,,,,,,,de,de,de,x,22,,2021-08-02_22h55.53.864,online_experiment,2021.1.4,MacIntel,58.82352941,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1292,740,1440,900,,,,,,,,7,1.882,0.398888889,-0.415555556,1,0,0,next_trial_button,0,52,52,9,1,beach,invisiblesun,yesclouds,1,"750,500",
,,,,,,,de,de,de,x,22,,2021-08-02_22h55.53.864,online_experiment,2021.1.4,MacIntel,58.82352941,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1292,740,1440,900,,,,,,,,4,2.016,0.376666667,-0.373333333,1,0,0,next_trial_button,0,53,53,55,1,landscape,visiblesun,yesclouds,6,"749.8819083608881,500",
,,,,,,,de,de,de,x,22,,2021-08-02_22h55.53.864,online_experiment,2021.1.4,MacIntel,58.82352941,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1292,740,1440,900,,,,,,,,9,2.262,0.384444444,-0.435555556,1,0,0,next_trial_button,0,54,54,36,1,landscape,invisiblesun,noclouds,4,"281.25,500",
,,,,,,,de,de,de,x,22,,2021-08-02_22h55.53.864,online_experiment,2021.1.4,MacIntel,58.82352941,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1292,740,1440,900,,,,,,,,4,2.362,0.366666667,-0.396666667,1,0,0,next_trial_button,0,55,55,5,1,landscape,invisiblesun,yesclouds,0,"750.4690431519699,500",
,,,,,,,de,de,de,x,22,,2021-08-02_22h55.53.864,online_experiment,2021.1.4,MacIntel,58.82352941,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1292,740,1440,900,,,,,,,,3,2.016,0.406666667,-0.444444444,1,0,0,next_trial_button,0,56,56,16,1,beach,invisiblesun,noclouds,2,"752.8089887640449,500",
,,,,,,,de,de,de,x,22,,2021-08-02_22h55.53.864,online_experiment,2021.1.4,MacIntel,58.82352941,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1292,740,1440,900,,,,,,,,1,2.266,0.408888889,-0.413333333,1,0,0,next_trial_button,0,57,57,7,1,landscape,visiblesun,yesclouds,0,"743.421052631579,500",
,,,,,,,de,de,de,x,22,,2021-08-02_22h55.53.864,online_experiment,2021.1.4,MacIntel,58.82352941,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1292,740,1440,900,,,,,,,,4,2.165,0.358888889,-0.44,1,0,0,next_trial_button,0,58,58,47,1,landscape,visiblesun,yesclouds,5,"666.6666666666666,500",
,,,,,,,de,de,de,x,22,,2021-08-02_22h55.53.864,online_experiment,2021.1.4,MacIntel,58.82352941,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1292,740,1440,900,,,,,,,,3,2.015,0.32,-0.406666667,1,0,0,next_trial_button,0,59,59,70,1,landscape,visiblesun,noclouds,8,"666.6666666666666,500",
,,,,,,,de,de,de,x,22,,2021-08-02_22h55.53.864,online_experiment,2021.1.4,MacIntel,58.82352941,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1292,740,1440,900,,,,,,,,3,2.215,0.422222222,-0.437777778,1,0,0,next_trial_button,0,60,60,67,1,beach,visiblesun,yesclouds,8,"748.1481481481482,500",
,,,,,,,de,de,de,x,22,,2021-08-02_22h55.53.864,online_experiment,2021.1.4,MacIntel,58.82352941,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1292,740,1440,900,,,,,,,,6,1.83,0.374444444,-0.407777778,1,0,0,next_trial_button,0,61,61,3,1,beach,visiblesun,yesclouds,0,"1152.5122276567363,500",
,,,,,,,de,de,de,x,22,,2021-08-02_22h55.53.864,online_experiment,2021.1.4,MacIntel,58.82352941,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1292,740,1440,900,,,,,,,,4,1.765,0.485555556,-0.39,1,0,0,next_trial_button,0,62,62,30,1,landscape,visiblesun,noclouds,3,"346.3035019455253,500",
,,,,,,,de,de,de,x,22,,2021-08-02_22h55.53.864,online_experiment,2021.1.4,MacIntel,58.82352941,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1292,740,1440,900,,,,,,,,4,2.296,0.431111111,-0.451111111,1,0,0,next_trial_button,0,63,63,66,1,beach,visiblesun,noclouds,8,"1028.5714285714284,500",
,,,,,,,de,de,de,x,22,,2021-08-02_22h55.53.864,online_experiment,2021.1.4,MacIntel,58.82352941,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1292,740,1440,900,,,,,,,,3,1.699,0.345555556,-0.416666667,1,0,0,next_trial_button,0,64,64,51,1,beach,visiblesun,yesclouds,6,"657.1279916753382,500",
,,,,,,,de,de,de,x,22,,2021-08-02_22h55.53.864,online_experiment,2021.1.4,MacIntel,58.82352941,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1292,740,1440,900,,,,,,,,4,1.845,0.333333333,-0.407777778,1,0,0,next_trial_button,0,65,65,13,1,landscape,invisiblesun,yesclouds,1,"783.1192660550458,500",
,,,,,,,de,de,de,x,22,,2021-08-02_22h55.53.864,online_experiment,2021.1.4,MacIntel,58.82352941,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1292,740,1440,900,,,,,,,,3,2.18,0.455555556,-0.417777778,1,0,0,next_trial_button,0,66,66,34,1,beach,visiblesun,noclouds,4,"749.6251874062968,500",
,,,,,,,de,de,de,x,22,,2021-08-02_22h55.53.864,online_experiment,2021.1.4,MacIntel,58.82352941,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1292,740,1440,900,,,,,,,,1,1.832,0.347777778,-0.41,1,0,0,next_trial_button,0,67,67,79,1,landscape,visiblesun,yesclouds,9,"1028.5714285714284,500",
,,,,,,,de,de,de,x,22,,2021-08-02_22h55.53.864,online_experiment,2021.1.4,MacIntel,58.82352941,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1292,740,1440,900,,,,,,,,3,1.796,0.362222222,-0.413333333,1,0,0,next_trial_button,0,68,68,12,1,landscape,invisiblesun,noclouds,1,"666.6666666666666,500",
,,,,,,,de,de,de,x,22,,2021-08-02_22h55.53.864,online_experiment,2021.1.4,MacIntel,58.82352941,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1292,740,1440,900,,,,,,,,10,1.792,0.492222222,-0.398888889,1,0,0,next_trial_button,0,69,69,15,1,landscape,visiblesun,yesclouds,1,"333.3333333333333,500",
,,,,,,,de,de,de,x,22,,2021-08-02_22h55.53.864,online_experiment,2021.1.4,MacIntel,58.82352941,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1292,740,1440,900,,,,,,,,8,1.665,0.438888889,-0.41,1,0,0,next_trial_button,0,70,70,77,1,landscape,invisiblesun,yesclouds,9,"888.8888888888888,500",
,,,,,,,de,de,de,x,22,,2021-08-02_22h55.53.864,online_experiment,2021.1.4,MacIntel,58.82352941,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1292,740,1440,900,,,,,,,,6,1.548,0.488888889,-0.422222222,1,0,0,next_trial_button,0,71,71,1,1,beach,invisiblesun,yesclouds,0,"666.6666666666666,500",
,,,,,,,de,de,de,x,22,,2021-08-02_22h55.53.864,online_experiment,2021.1.4,MacIntel,58.82352941,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1292,740,1440,900,,,,,,,,1,1.632,0.405555556,-0.41,1,0,0,next_trial_button,0,72,72,38,1,landscape,visiblesun,noclouds,4,"733.3333333333333,500",
,,,,,,,de,de,de,x,22,,2021-08-02_22h55.53.864,online_experiment,2021.1.4,MacIntel,58.82352941,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1292,740,1440,900,,,,,,,,3,1.582,0.414444444,-0.422222222,1,0,0,next_trial_button,0,73,73,50,1,beach,visiblesun,noclouds,6,"666.6666666666666,500",
,,,,,,,de,de,de,x,22,,2021-08-02_22h55.53.864,online_experiment,2021.1.4,MacIntel,58.82352941,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1292,740,1440,900,,,,,,,,8,2.715,0.474444444,-0.436666667,1,0,0,next_trial_button,0,74,74,20,1,landscape,invisiblesun,noclouds,2,"755.192878338279,500",
,,,,,,,de,de,de,x,22,,2021-08-02_22h55.53.864,online_experiment,2021.1.4,MacIntel,58.82352941,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1292,740,1440,900,,,,,,,,2,1.715,0.355555556,-0.434444444,1,0,0,next_trial_button,0,75,75,48,1,beach,invisiblesun,noclouds,6,"1028.5714285714284,500",
,,,,,,,de,de,de,x,22,,2021-08-02_22h55.53.864,online_experiment,2021.1.4,MacIntel,58.82352941,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1292,740,1440,900,,,,,,,,1,1.726,0.373333333,-0.414444444,1,0,0,next_trial_button,0,76,76,68,1,landscape,invisiblesun,noclouds,8,"666.6666666666666,500",
,,,,,,,de,de,de,x,22,,2021-08-02_22h55.53.864,online_experiment,2021.1.4,MacIntel,58.82352941,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1292,740,1440,900,,,,,,,,4,1.781,0.474444444,-0.425555556,1,0,0,next_trial_button,0,77,77,25,1,beach,invisiblesun,yesclouds,3,"750.4690431519699,500",
,,,,,,,de,de,de,x,22,,2021-08-02_22h55.53.864,online_experiment,2021.1.4,MacIntel,58.82352941,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1292,740,1440,900,,,,,,,,4,1.933,0.363333333,-0.434444444,1,0,0,next_trial_button,0,78,78,29,1,landscape,invisiblesun,yesclouds,3,"749.8660953401178,500",
,,,,,,,de,de,de,x,22,,2021-08-02_22h55.53.864,online_experiment,2021.1.4,MacIntel,58.82352941,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1292,740,1440,900,,,,,,,,7,1.81,0.396666667,-0.428888889,1,0,0,next_trial_button,0,79,79,6,1,landscape,visiblesun,noclouds,0,"1413.8005159071367,500",
,,,,,,,de,de,de,x,22,,2021-08-02_22h55.53.864,online_experiment,2021.1.4,MacIntel,58.82352941,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1292,740,1440,900,,,,,,,,,,,,,,,,,,,,,,,,,"1413.8005159071367,500",252.064
