language_mouse.x,language_mouse.y,language_mouse.leftButton,language_mouse.midButton,language_mouse.rightButton,language_mouse.time,language_mouse.clicked_name,nationality,mother_tongue,homeland,gender,age,email,date,expName,psychopyVersion,OS,frameRate,cancel_experiment,cancel_reasons,client_agent_information,windowWidth,windowHeight,xRes,yRes,start_exp_mouse.x,start_exp_mouse.y,start_exp_mouse.leftButton,start_exp_mouse.midButton,start_exp_mouse.rightButton,start_exp_mouse.time,start_exp_mouse.clicked_name,rating_slider.response,rating_slider.rt,next_trial_mouse.x,next_trial_mouse.y,next_trial_mouse.leftButton,next_trial_mouse.midButton,next_trial_mouse.rightButton,next_trial_mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,environment,sunVisibility,cloudVisibility,imageId,imgSize,globalClockTime
-0.287573785,-0.22546875,1,0,0,0.5665,de_flag,de,de,de,m,31,,2021-08-12_17h09.50.173,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1440,676,1440,900,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,de,de,de,m,31,,2021-08-12_17h09.50.173,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1440,676,1440,900,,,,,,,,8,1.6767,0.456471354,-0.419487847,1,0,0,next_trial_button,0,24,24,29,1,landscape,invisiblesun,yesclouds,3,"749.8660953401178,500",
,,,,,,,de,de,de,m,31,,2021-08-12_17h09.50.173,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1440,676,1440,900,,,,,,,,7,1.7101,0.463363715,-0.412556424,1,0,0,next_trial_button,0,25,25,67,1,beach,visiblesun,yesclouds,8,"748.1481481481482,500",
,,,,,,,de,de,de,m,31,,2021-08-12_17h09.50.173,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1440,676,1440,900,,,,,,,,8,2.1805,0.43187066,-0.402695313,1,0,0,next_trial_button,0,26,26,51,1,beach,visiblesun,yesclouds,6,"657.1279916753382,500",
,,,,,,,de,de,de,m,31,,2021-08-12_17h09.50.173,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1440,676,1440,900,,,,,,,,4,1.3924,0.474088542,-0.423342014,1,0,0,next_trial_button,0,27,27,36,1,landscape,invisiblesun,noclouds,4,"281.25,500",
,,,,,,,de,de,de,m,31,,2021-08-12_17h09.50.173,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1440,676,1440,900,,,,,,,,8,2.0719,0.411992187,-0.436857639,1,0,0,next_trial_button,0,28,28,79,1,landscape,visiblesun,yesclouds,9,"1028.5714285714284,500",
,,,,,,,de,de,de,m,31,,2021-08-12_17h09.50.173,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1440,676,1440,900,,,,,,,,9,1.7725,0.308971354,-0.423020833,1,0,0,next_trial_button,0,29,29,6,1,landscape,visiblesun,noclouds,0,"1413.8005159071367,500",
,,,,,,,de,de,de,m,31,,2021-08-12_17h09.50.173,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1440,676,1440,900,,,,,,,,9,1.9984,0.488563368,-0.424301215,1,0,0,next_trial_button,0,30,30,53,1,landscape,invisiblesun,yesclouds,6,"750.0695023630803,500",
,,,,,,,de,de,de,m,31,,2021-08-12_17h09.50.173,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1440,676,1440,900,,,,,,,,5,1.8378,0.404231771,-0.388676215,0,0,1,next_trial_button,0,31,31,24,1,beach,invisiblesun,noclouds,3,"750.089190153407,500",
,,,,,,,de,de,de,m,31,,2021-08-12_17h09.50.173,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1440,676,1440,900,,,,,,,,8,1.8563,0.374626736,-0.414023437,1,0,0,next_trial_button,0,32,32,78,1,landscape,visiblesun,noclouds,9,"666.6666666666666,500",
,,,,,,,de,de,de,m,31,,2021-08-12_17h09.50.173,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1440,676,1440,900,,,,,,,,4,1.7134,0.402013889,-0.41891059,1,0,0,next_trial_button,0,33,33,2,1,beach,visiblesun,noclouds,0,"375,500",
,,,,,,,de,de,de,m,31,,2021-08-12_17h09.50.173,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1440,676,1440,900,,,,,,,,9,1.5925,0.357981771,-0.425338542,1,0,0,next_trial_button,0,34,34,64,1,beach,invisiblesun,noclouds,8,"1028.5714285714284,500",
,,,,,,,de,de,de,m,31,,2021-08-12_17h09.50.173,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1440,676,1440,900,,,,,,,,9,1.5441,0.489405382,-0.419283854,1,0,0,next_trial_button,0,35,35,1,1,beach,invisiblesun,yesclouds,0,"666.6666666666666,500",
,,,,,,,de,de,de,m,31,,2021-08-12_17h09.50.173,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1440,676,1440,900,,,,,,,,5,1.6244,0.510039062,-0.439361979,1,0,0,next_trial_button,0,36,36,59,1,beach,visiblesun,yesclouds,7,"888.9689978370584,500",
,,,,,,,de,de,de,m,31,,2021-08-12_17h09.50.173,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1440,676,1440,900,,,,,,,,9,1.4944,0.389045139,-0.409314236,1,0,0,next_trial_button,0,37,37,43,1,beach,visiblesun,yesclouds,5,"750,500",
,,,,,,,de,de,de,m,31,,2021-08-12_17h09.50.173,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1440,676,1440,900,,,,,,,,8,2.0651,0.414327257,-0.429908854,1,0,0,next_trial_button,0,38,38,58,1,beach,visiblesun,noclouds,7,"1028.5714285714284,500",
,,,,,,,de,de,de,m,31,,2021-08-12_17h09.50.173,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1440,676,1440,900,,,,,,,,8,1.69,0.352400174,-0.421124132,1,0,0,next_trial_button,0,39,39,9,1,beach,invisiblesun,yesclouds,1,"750,500",
,,,,,,,de,de,de,m,31,,2021-08-12_17h09.50.173,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1440,676,1440,900,,,,,,,,6,1.5564,0.47641059,-0.425850694,1,0,0,next_trial_button,0,40,40,18,1,beach,visiblesun,noclouds,2,"666.6666666666666,500",
,,,,,,,de,de,de,m,31,,2021-08-12_17h09.50.173,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1440,676,1440,900,,,,,,,,8,1.481,0.5240625,-0.408971354,1,0,0,next_trial_button,0,41,41,31,1,landscape,visiblesun,yesclouds,3,"638.0622837370242,500",
,,,,,,,de,de,de,m,31,,2021-08-12_17h09.50.173,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1440,676,1440,900,,,,,,,,6,1.9407,0.486896701,-0.418346354,1,0,0,next_trial_button,0,42,42,32,1,beach,invisiblesun,noclouds,4,"750,500",
,,,,,,,de,de,de,m,31,,2021-08-12_17h09.50.173,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1440,676,1440,900,,,,,,,,4,2.5504,0.501271701,-0.416744792,1,0,0,next_trial_button,0,43,43,33,1,beach,invisiblesun,yesclouds,4,"751.5473032714411,500",
,,,,,,,de,de,de,m,31,,2021-08-12_17h09.50.173,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1440,676,1440,900,,,,,,,,7,1.481,0.350329861,-0.409084201,1,0,0,next_trial_button,0,44,44,3,1,beach,visiblesun,yesclouds,0,"1152.5122276567363,500",
,,,,,,,de,de,de,m,31,,2021-08-12_17h09.50.173,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1440,676,1440,900,,,,,,,,10,3.394,0.447356771,-0.419878472,1,0,0,next_trial_button,0,45,45,46,1,landscape,visiblesun,noclouds,5,"750,500",
,,,,,,,de,de,de,m,31,,2021-08-12_17h09.50.173,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1440,676,1440,900,,,,,,,,10,1.857,0.370525174,-0.40437066,1,0,0,next_trial_button,0,46,46,45,1,landscape,invisiblesun,yesclouds,5,"749.6251874062968,500",
,,,,,,,de,de,de,m,31,,2021-08-12_17h09.50.173,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1440,676,1440,900,,,,,,,,8,1.6273,0.368324653,-0.396341146,1,0,0,next_trial_button,0,47,47,12,1,landscape,invisiblesun,noclouds,1,"666.6666666666666,500",
,,,,,,,de,de,de,m,31,,2021-08-12_17h09.50.173,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1440,676,1440,900,,,,,,,,9,1.5952,0.485447049,-0.421597222,1,0,0,next_trial_button,0,48,48,50,1,beach,visiblesun,noclouds,6,"666.6666666666666,500",
,,,,,,,de,de,de,m,31,,2021-08-12_17h09.50.173,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1440,676,1440,900,,,,,,,,6,1.5388,0.353728299,-0.404952257,1,0,0,next_trial_button,0,49,49,76,1,landscape,invisiblesun,noclouds,9,"1056.6037735849056,500",
,,,,,,,de,de,de,m,31,,2021-08-12_17h09.50.173,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1440,676,1440,900,,,,,,,,8,1.5487,0.44,-0.420026042,1,0,0,next_trial_button,0,50,50,52,1,landscape,invisiblesun,noclouds,6,"666.6666666666666,500",
,,,,,,,de,de,de,m,31,,2021-08-12_17h09.50.173,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1440,676,1440,900,,,,,,,,9,1.477,0.458767361,-0.415490451,1,0,0,next_trial_button,0,51,51,42,1,beach,visiblesun,noclouds,5,"834.4594594594595,500",
,,,,,,,de,de,de,m,31,,2021-08-12_17h09.50.173,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1440,676,1440,900,,,,,,,,6,1.7891,0.443272569,-0.416241319,1,0,0,next_trial_button,0,52,52,71,1,landscape,visiblesun,yesclouds,8,"666.6666666666666,500",
,,,,,,,de,de,de,m,31,,2021-08-12_17h09.50.173,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1440,676,1440,900,,,,,,,,9,2.3232,0.364626736,-0.42140191,1,0,0,next_trial_button,0,53,53,57,1,beach,invisiblesun,yesclouds,7,"749.707488299532,500",
