language_mouse.x,language_mouse.y,language_mouse.leftButton,language_mouse.midButton,language_mouse.rightButton,language_mouse.time,language_mouse.clicked_name,nationality,mother_tongue,homeland,gender,age,email,date,expName,psychopyVersion,OS,frameRate,cancel_experiment,cancel_reasons,client_agent_information,windowWidth,windowHeight,xRes,yRes,start_exp_mouse.x,start_exp_mouse.y,start_exp_mouse.leftButton,start_exp_mouse.midButton,start_exp_mouse.rightButton,start_exp_mouse.time,start_exp_mouse.clicked_name,rating_slider.response,rating_slider.rt,next_trial_mouse.x,next_trial_mouse.y,next_trial_mouse.leftButton,next_trial_mouse.midButton,next_trial_mouse.rightButton,next_trial_mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,environment,sunVisibility,cloudVisibility,imageId,imgSize,globalClockTime
-0.315555556,-0.252222222,1,0,0,3.118,de_flag,de,de,de,f,24,,2021-08-06_13h48.31.654,online_experiment,2021.1.4,MacIntel,62.5,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Safari/605.1.15",1440,837,1440,900,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,de,de,de,f,24,,2021-08-06_13h48.31.654,online_experiment,2021.1.4,MacIntel,62.5,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Safari/605.1.15",1440,837,1440,900,0.066666667,-0.394444444,1,0,0,9.201,cont_gr,5,3.428,0.408888889,-0.405555556,1,0,0,next_trial_button,0,0,0,16,1,beach,invisiblesun,noclouds,2,"752.8089887640449,500",
,,,,,,,de,de,de,f,24,,2021-08-06_13h48.31.654,online_experiment,2021.1.4,MacIntel,62.5,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Safari/605.1.15",1440,837,1440,900,,,,,,,,4,3.473,0.372222222,-0.406666667,1,0,0,next_trial_button,0,1,1,25,1,beach,invisiblesun,yesclouds,3,"750.4690431519699,500",
,,,,,,,de,de,de,f,24,,2021-08-06_13h48.31.654,online_experiment,2021.1.4,MacIntel,62.5,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Safari/605.1.15",1440,837,1440,900,,,,,,,,10,2.527,0.38,-0.428888889,1,0,0,next_trial_button,0,2,2,19,1,beach,visiblesun,yesclouds,2,"770.1393095093882,500",
,,,,,,,de,de,de,f,24,,2021-08-06_13h48.31.654,online_experiment,2021.1.4,MacIntel,62.5,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Safari/605.1.15",1440,837,1440,900,,,,,,,,9,1.94,0.337777778,-0.456666667,1,0,0,next_trial_button,0,3,3,66,1,beach,visiblesun,noclouds,8,"1028.5714285714284,500",
,,,,,,,de,de,de,f,24,,2021-08-06_13h48.31.654,online_experiment,2021.1.4,MacIntel,62.5,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Safari/605.1.15",1440,837,1440,900,,,,,,,,8,3.124,0.353333333,-0.438888889,1,0,0,next_trial_button,0,4,4,77,1,landscape,invisiblesun,yesclouds,9,"888.8888888888888,500",
,,,,,,,de,de,de,f,24,,2021-08-06_13h48.31.654,online_experiment,2021.1.4,MacIntel,62.5,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Safari/605.1.15",1440,837,1440,900,,,,,,,,10,2.098,0.314444444,-0.427777778,1,0,0,next_trial_button,0,5,5,4,1,landscape,invisiblesun,noclouds,0,"1276.9171185127807,500",
,,,,,,,de,de,de,f,24,,2021-08-06_13h48.31.654,online_experiment,2021.1.4,MacIntel,62.5,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Safari/605.1.15",1440,837,1440,900,,,,,,,,3,1.967,0.37,-0.413333333,1,0,0,next_trial_button,0,6,6,72,1,beach,invisiblesun,noclouds,9,"888.8888888888888,500",
,,,,,,,de,de,de,f,24,,2021-08-06_13h48.31.654,online_experiment,2021.1.4,MacIntel,62.5,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Safari/605.1.15",1440,837,1440,900,,,,,,,,7,15.282,0.354444444,-0.433333333,1,0,0,next_trial_button,0,7,7,71,1,landscape,visiblesun,yesclouds,8,"666.6666666666666,500",
,,,,,,,de,de,de,f,24,,2021-08-06_13h48.31.654,online_experiment,2021.1.4,MacIntel,62.5,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Safari/605.1.15",1440,837,1440,900,,,,,,,,5,3.24,0.461111111,-0.405555556,1,0,0,next_trial_button,0,8,8,62,1,landscape,visiblesun,noclouds,7,"417.42389822807814,500",
,,,,,,,de,de,de,f,24,,2021-08-06_13h48.31.654,online_experiment,2021.1.4,MacIntel,62.5,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Safari/605.1.15",1440,837,1440,900,,,,,,,,2,2.763,0.35,-0.445555556,1,0,0,next_trial_button,0,9,9,76,1,landscape,invisiblesun,noclouds,9,"1056.6037735849056,500",
