language_mouse.x,language_mouse.y,language_mouse.leftButton,language_mouse.midButton,language_mouse.rightButton,language_mouse.time,language_mouse.clicked_name,nationality,mother_tongue,homeland,gender,age,email,date,expName,psychopyVersion,OS,frameRate,cancel_experiment,cancel_reasons,client_agent_information,windowWidth,windowHeight,xRes,yRes,start_exp_mouse.x,start_exp_mouse.y,start_exp_mouse.leftButton,start_exp_mouse.midButton,start_exp_mouse.rightButton,start_exp_mouse.time,start_exp_mouse.clicked_name,rating_slider.response,rating_slider.rt,next_trial_mouse.x,next_trial_mouse.y,next_trial_mouse.leftButton,next_trial_mouse.midButton,next_trial_mouse.rightButton,next_trial_mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,environment,sunVisibility,cloudVisibility,imageId,imgSize,globalClockTime
-0.292899306,-0.215989583,1,0,0,1.8672,de_flag,de,de,de,f,24,,2021-08-05_17h00.13.085,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,690,1440,900,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,de,de,de,f,24,,2021-08-05_17h00.13.085,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,690,1440,900,,,,,,,,6,2.6808,0.394253472,-0.412717014,1,0,0,next_trial_button,0,10,10,58,1,beach,visiblesun,noclouds,7,"1028.5714285714284,500",
,,,,,,,de,de,de,f,24,,2021-08-05_17h00.13.085,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,690,1440,900,,,,,,,,1,2.0807,0.319583333,-0.404188368,1,0,0,next_trial_button,0,11,11,32,1,beach,invisiblesun,noclouds,4,"750,500",
,,,,,,,de,de,de,f,24,,2021-08-05_17h00.13.085,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,690,1440,900,,,,,,,,6,2.7791,0.342513021,-0.410746528,1,0,0,next_trial_button,0,12,12,37,1,landscape,invisiblesun,yesclouds,4,"669.4214876033058,500",
,,,,,,,de,de,de,f,24,,2021-08-05_17h00.13.085,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,690,1440,900,,,,,,,,2,2.0303,0.369353299,-0.409153646,1,0,0,next_trial_button,0,13,13,71,1,landscape,visiblesun,yesclouds,8,"666.6666666666666,500",
,,,,,,,de,de,de,f,24,,2021-08-05_17h00.13.085,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,690,1440,900,,,,,,,,3,2.8621,0.347578125,-0.410598958,1,0,0,next_trial_button,0,14,14,72,1,beach,invisiblesun,noclouds,9,"888.8888888888888,500",
,,,,,,,de,de,de,f,24,,2021-08-05_17h00.13.085,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,690,1440,900,,,,,,,,2,3.0121,0.371631944,-0.429622396,1,0,0,next_trial_button,0,15,15,13,1,landscape,invisiblesun,yesclouds,1,"783.1192660550458,500",
,,,,,,,de,de,de,f,24,,2021-08-05_17h00.13.085,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,690,1440,900,,,,,,,,5,2.1429,0.328476563,-0.413736979,1,0,0,next_trial_button,0,16,16,34,1,beach,visiblesun,noclouds,4,"749.6251874062968,500",
,,,,,,,de,de,de,f,24,,2021-08-05_17h00.13.085,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,690,1440,900,,,,,,,,2,1.7958,0.361367188,-0.416653646,1,0,0,next_trial_button,0,17,17,5,1,landscape,invisiblesun,yesclouds,0,"750.4690431519699,500",
,,,,,,,de,de,de,f,24,,2021-08-05_17h00.13.085,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,690,1440,900,,,,,,,,1,3.4972,0.328810764,-0.416592882,1,0,0,next_trial_button,0,18,18,77,1,landscape,invisiblesun,yesclouds,9,"888.8888888888888,500",
,,,,,,,de,de,de,f,24,,2021-08-05_17h00.13.085,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,690,1440,900,,,,,,,,3,2.0108,0.322608507,-0.407491319,1,0,0,next_trial_button,0,19,19,39,1,landscape,visiblesun,yesclouds,4,"749.7656982193065,500",
,,,,,,,de,de,de,f,24,,2021-08-05_17h00.13.085,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,690,1440,900,,,,,,,,4,1.9591,0.348315972,-0.409244792,1,0,0,next_trial_button,0,20,20,75,1,beach,visiblesun,yesclouds,9,"1029.6010296010297,500",
,,,,,,,de,de,de,f,24,,2021-08-05_17h00.13.085,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,690,1440,900,,,,,,,,2,1.8658,0.433624132,-0.41094184,1,0,0,next_trial_button,0,21,21,8,1,beach,invisiblesun,noclouds,1,"1215.1898734177216,500",
,,,,,,,de,de,de,f,24,,2021-08-05_17h00.13.085,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,690,1440,900,,,,,,,,1,1.8285,0.3146875,-0.400021701,1,0,0,next_trial_button,0,22,22,42,1,beach,visiblesun,noclouds,5,"834.4594594594595,500",
,,,,,,,de,de,de,f,24,,2021-08-05_17h00.13.085,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,690,1440,900,,,,,,,,2,3.0836,0.480416667,-0.399288194,1,0,0,next_trial_button,0,23,23,63,1,landscape,visiblesun,yesclouds,7,"331.94444444444446,500",
,,,,,,,de,de,de,f,24,,2021-08-05_17h00.13.085,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,690,1440,900,,,,,,,,1,1.7302,0.334240451,-0.432955729,1,0,0,next_trial_button,0,24,24,36,1,landscape,invisiblesun,noclouds,4,"281.25,500",
,,,,,,,de,de,de,f,24,,2021-08-05_17h00.13.085,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,690,1440,900,,,,,,,,3,1.9143,0.423572049,-0.410212674,1,0,0,next_trial_button,0,25,25,18,1,beach,visiblesun,noclouds,2,"666.6666666666666,500",
,,,,,,,de,de,de,f,24,,2021-08-05_17h00.13.085,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,690,1440,900,,,,,,,,2,2.3126,0.414895833,-0.416171875,1,0,0,next_trial_button,0,26,26,35,1,beach,visiblesun,yesclouds,4,"750,500",
,,,,,,,de,de,de,f,24,,2021-08-05_17h00.13.085,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,690,1440,900,,,,,,,,2,2.3294,0.464006076,-0.386037326,1,0,0,next_trial_button,0,27,27,22,1,landscape,visiblesun,noclouds,2,"749.3333333333333,500",
,,,,,,,de,de,de,f,24,,2021-08-05_17h00.13.085,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,690,1440,900,,,,,,,,1,1.5988,0.311458333,-0.408802083,1,0,0,next_trial_button,0,28,28,79,1,landscape,visiblesun,yesclouds,9,"1028.5714285714284,500",
,,,,,,,de,de,de,f,24,,2021-08-05_17h00.13.085,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,690,1440,900,,,,,,,,5,2.8144,0.337465278,-0.420208333,1,0,0,next_trial_button,0,29,29,65,1,beach,invisiblesun,yesclouds,8,"750,500",
,,,,,,,de,de,de,f,24,,2021-08-05_17h00.13.085,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,690,1440,900,,,,,,,,3,2.6624,0.347921007,-0.427322049,1,0,0,next_trial_button,0,30,30,26,1,beach,visiblesun,noclouds,3,"888.8888888888888,500",
,,,,,,,de,de,de,f,24,,2021-08-05_17h00.13.085,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,690,1440,900,,,,,,,,7,2.0818,0.36843316,-0.42578559,1,0,0,next_trial_button,0,31,31,16,1,beach,invisiblesun,noclouds,2,"752.8089887640449,500",
,,,,,,,de,de,de,f,24,,2021-08-05_17h00.13.085,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,690,1440,900,,,,,,,,5,3.446,0.357144097,-0.4365625,1,0,0,next_trial_button,0,32,32,9,1,beach,invisiblesun,yesclouds,1,"750,500",
,,,,,,,de,de,de,f,24,,2021-08-05_17h00.13.085,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,690,1440,900,,,,,,,,5,2.5608,0.318220486,-0.41546875,1,0,0,next_trial_button,0,33,33,21,1,landscape,invisiblesun,yesclouds,2,"750,500",
,,,,,,,de,de,de,f,24,,2021-08-05_17h00.13.085,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,690,1440,900,,,,,,,,2,1.7941,0.311840278,-0.395581597,1,0,0,next_trial_button,0,34,34,54,1,landscape,visiblesun,noclouds,6,"695.0043821209465,500",
,,,,,,,de,de,de,f,24,,2021-08-05_17h00.13.085,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,690,1440,900,,,,,,,,4,2.6413,0.461992187,-0.426206597,1,0,0,next_trial_button,0,35,35,43,1,beach,visiblesun,yesclouds,5,"750,500",
,,,,,,,de,de,de,f,24,,2021-08-05_17h00.13.085,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,690,1440,900,,,,,,,,3,1.9923,0.418823785,-0.427617187,1,0,0,next_trial_button,0,36,36,3,1,beach,visiblesun,yesclouds,0,"1152.5122276567363,500",
,,,,,,,de,de,de,f,24,,2021-08-05_17h00.13.085,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,690,1440,900,,,,,,,,5,4.4416,0.352903646,-0.395065104,1,0,0,next_trial_button,0,37,37,20,1,landscape,invisiblesun,noclouds,2,"755.192878338279,500",
,,,,,,,de,de,de,f,24,,2021-08-05_17h00.13.085,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,690,1440,900,,,,,,,,6,3.3643,0.331046007,-0.422994792,1,0,0,next_trial_button,0,38,38,46,1,landscape,visiblesun,noclouds,5,"750,500",
,,,,,,,de,de,de,f,24,,2021-08-05_17h00.13.085,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,690,1440,900,,,,,,,,5,2.1606,0.337517361,-0.42546441,1,0,0,next_trial_button,0,39,39,61,1,landscape,invisiblesun,yesclouds,7,"500,500",
,,,,,,,de,de,de,f,24,,2021-08-05_17h00.13.085,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,690,1440,900,,,,,,,,1,1.96,0.373307292,-0.412513021,1,0,0,next_trial_button,0,40,40,60,1,landscape,invisiblesun,noclouds,7,"666.7268134247564,500",
,,,,,,,de,de,de,f,24,,2021-08-05_17h00.13.085,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,690,1440,900,,,,,,,,2,2.7019,0.337699653,-0.422821181,1,0,0,next_trial_button,0,41,41,64,1,beach,invisiblesun,noclouds,8,"1028.5714285714284,500",
,,,,,,,de,de,de,f,24,,2021-08-05_17h00.13.085,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,690,1440,900,,,,,,,,5,2.6281,0.391861979,-0.410203993,1,0,0,next_trial_button,0,42,42,11,1,beach,visiblesun,yesclouds,1,"989.8132427843803,500",
,,,,,,,de,de,de,f,24,,2021-08-05_17h00.13.085,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,690,1440,900,,,,,,,,3,3.1632,0.350342882,-0.454283854,1,0,0,next_trial_button,0,43,43,48,1,beach,invisiblesun,noclouds,6,"1028.5714285714284,500",
,,,,,,,de,de,de,f,24,,2021-08-05_17h00.13.085,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,690,1440,900,,,,,,,,4,2.0115,0.359943576,-0.410928819,1,0,0,next_trial_button,0,44,44,66,1,beach,visiblesun,noclouds,8,"1028.5714285714284,500",
,,,,,,,de,de,de,f,24,,2021-08-05_17h00.13.085,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,690,1440,900,,,,,,,,1,1.8433,0.31797309,-0.42469184,1,0,0,next_trial_button,0,45,45,68,1,landscape,invisiblesun,noclouds,8,"666.6666666666666,500",
,,,,,,,de,de,de,f,24,,2021-08-05_17h00.13.085,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,690,1440,900,,,,,,,,3,2.7308,0.313376736,-0.407005208,1,0,0,next_trial_button,0,46,46,2,1,beach,visiblesun,noclouds,0,"375,500",
,,,,,,,de,de,de,f,24,,2021-08-05_17h00.13.085,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,690,1440,900,,,,,,,,1,2.5801,0.448472222,-0.435256076,1,0,0,next_trial_button,0,47,47,44,1,landscape,invisiblesun,noclouds,5,"666.6666666666666,500",
,,,,,,,de,de,de,f,24,,2021-08-05_17h00.13.085,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,690,1440,900,,,,,,,,1,2.7653,0.452690972,-0.400694444,1,0,0,next_trial_button,0,48,48,70,1,landscape,visiblesun,noclouds,8,"666.6666666666666,500",
,,,,,,,de,de,de,f,24,,2021-08-05_17h00.13.085,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,690,1440,900,,,,,,,,2,3.2269,0.330737847,-0.427907986,1,0,0,next_trial_button,0,49,49,56,1,beach,invisiblesun,noclouds,7,"1028.5714285714284,500",
,,,,,,,de,de,de,f,24,,2021-08-05_17h00.13.085,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,690,1440,900,,,,,,,,3,3.4273,0.412105035,-0.411653646,1,0,0,next_trial_button,0,50,50,25,1,beach,invisiblesun,yesclouds,3,"750.4690431519699,500",
,,,,,,,de,de,de,f,24,,2021-08-05_17h00.13.085,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,690,1440,900,,,,,,,,3,1.6932,0.345264757,-0.401757812,1,0,0,next_trial_button,0,51,51,7,1,landscape,visiblesun,yesclouds,0,"743.421052631579,500",
,,,,,,,de,de,de,f,24,,2021-08-05_17h00.13.085,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,690,1440,900,,,,,,,,2,1.8258,0.337773437,-0.383146701,1,0,0,next_trial_button,0,52,52,62,1,landscape,visiblesun,noclouds,7,"417.42389822807814,500",
,,,,,,,de,de,de,f,24,,2021-08-05_17h00.13.085,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,690,1440,900,,,,,,,,6,2.1784,0.4109375,-0.411987847,1,0,0,next_trial_button,0,53,53,49,1,beach,invisiblesun,yesclouds,6,"858.4474885844749,500",
