language_mouse.x,language_mouse.y,language_mouse.leftButton,language_mouse.midButton,language_mouse.rightButton,language_mouse.time,language_mouse.clicked_name,nationality,mother_tongue,homeland,gender,age,email,date,expName,psychopyVersion,OS,frameRate,cancel_experiment,cancel_reasons,client_agent_information,windowWidth,windowHeight,xRes,yRes,start_exp_mouse.x,start_exp_mouse.y,start_exp_mouse.leftButton,start_exp_mouse.midButton,start_exp_mouse.rightButton,start_exp_mouse.time,start_exp_mouse.clicked_name,rating_slider.response,rating_slider.rt,next_trial_mouse.x,next_trial_mouse.y,next_trial_mouse.leftButton,next_trial_mouse.midButton,next_trial_mouse.rightButton,next_trial_mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,environment,sunVisibility,cloudVisibility,imageId,imgSize,globalClockTime
-0.31526001,-0.29221483,1,0,0,1.4667,de_flag,de,de,de,f,24,,2021-08-09_14h41.38.464,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,789,1440,900,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,de,de,de,f,24,,2021-08-09_14h41.38.464,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,789,1440,900,,,,,,,,5,2.2263,0.376523709,-0.385301446,1,0,0,next_trial_button,0,41,41,64,1,beach,invisiblesun,noclouds,8,"1028.5714285714284,500",
,,,,,,,de,de,de,f,24,,2021-08-09_14h41.38.464,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,789,1440,900,,,,,,,,6,1.8981,0.408239204,-0.409902683,1,0,0,next_trial_button,0,42,42,34,1,beach,visiblesun,noclouds,4,"749.6251874062968,500",
,,,,,,,de,de,de,f,24,,2021-08-09_14h41.38.464,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,789,1440,900,,,,,,,,4,1.9467,0.420998671,-0.404358385,1,0,0,next_trial_button,0,43,43,8,1,beach,invisiblesun,noclouds,1,"1215.1898734177216,500",
,,,,,,,de,de,de,f,24,,2021-08-09_14h41.38.464,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,789,1440,900,,,,,,,,1,1.9801,0.482779677,-0.402216797,1,0,0,next_trial_button,0,44,44,76,1,landscape,invisiblesun,noclouds,9,"1056.6037735849056,500",
,,,,,,,de,de,de,f,24,,2021-08-09_14h41.38.464,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,789,1440,900,,,,,,,,3,4.6467,0.304893256,-0.404707981,1,0,0,next_trial_button,0,45,45,72,1,beach,invisiblesun,noclouds,9,"888.8888888888888,500",
,,,,,,,de,de,de,f,24,,2021-08-09_14h41.38.464,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,789,1440,900,,,,,,,,4,2.511,0.330811225,-0.421645847,1,0,0,next_trial_button,0,46,46,25,1,beach,invisiblesun,yesclouds,3,"750.4690431519699,500",
,,,,,,,de,de,de,f,24,,2021-08-09_14h41.38.464,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,789,1440,900,,,,,,,,4,2.0634,0.460504693,-0.399286974,1,0,0,next_trial_button,0,47,47,26,1,beach,visiblesun,noclouds,3,"888.8888888888888,500",
,,,,,,,de,de,de,f,24,,2021-08-09_14h41.38.464,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,789,1440,900,,,,,,,,4,2.093,0.315780572,-0.40767117,1,0,0,next_trial_button,0,48,48,73,1,beach,invisiblesun,yesclouds,9,"1028.5714285714284,500",
,,,,,,,de,de,de,f,24,,2021-08-09_14h41.38.464,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,789,1440,900,,,,,,,,2,1.512,0.374740668,-0.431289469,1,0,0,next_trial_button,0,49,49,5,1,landscape,invisiblesun,yesclouds,0,"750.4690431519699,500",
,,,,,,,de,de,de,f,24,,2021-08-09_14h41.38.464,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,789,1440,900,,,,,,,,1,1.6475,0.514514296,-0.442619086,1,0,0,next_trial_button,0,50,50,30,1,landscape,visiblesun,noclouds,3,"346.3035019455253,500",
,,,,,,,de,de,de,f,24,,2021-08-09_14h41.38.464,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,789,1440,900,,,,,,,,3,7.0976,0.330003662,-0.412687039,1,0,0,next_trial_button,0,51,51,78,1,landscape,visiblesun,noclouds,9,"666.6666666666666,500",
,,,,,,,de,de,de,f,24,,2021-08-09_14h41.38.464,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,789,1440,900,,,,,,,,3,3.3126,0.349933133,-0.386210395,1,0,0,next_trial_button,0,52,52,40,1,beach,invisiblesun,noclouds,5,"1028.5714285714284,500",
,,,,,,,de,de,de,f,24,,2021-08-09_14h41.38.464,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,789,1440,900,,,,,,,,5,2.5663,0.352276883,-0.401915148,1,0,0,next_trial_button,0,53,53,59,1,beach,visiblesun,yesclouds,7,"888.9689978370584,500",
,,,,,,,de,de,de,f,24,,2021-08-09_14h41.38.464,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,789,1440,900,,,,,,,,4,3.764,0.388535428,-0.435888062,1,0,0,next_trial_button,0,54,54,3,1,beach,visiblesun,yesclouds,0,"1152.5122276567363,500",
,,,,,,,de,de,de,f,24,,2021-08-09_14h41.38.464,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,789,1440,900,,,,,,,,5,2.3625,0.322276204,-0.424206407,1,0,0,next_trial_button,0,55,55,42,1,beach,visiblesun,noclouds,5,"834.4594594594595,500",
,,,,,,,de,de,de,f,24,,2021-08-09_14h41.38.464,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,789,1440,900,,,,,,,,6,3.1769,0.384544271,-0.437232802,1,0,0,next_trial_button,0,56,56,63,1,landscape,visiblesun,yesclouds,7,"331.94444444444446,500",
,,,,,,,de,de,de,f,24,,2021-08-09_14h41.38.464,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,789,1440,900,,,,,,,,7,2.4141,0.412105713,-0.425485772,1,0,0,next_trial_button,0,57,57,27,1,beach,visiblesun,yesclouds,3,"752.8089887640449,500",
,,,,,,,de,de,de,f,24,,2021-08-09_14h41.38.464,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,789,1440,900,,,,,,,,3,1.8654,0.415344103,-0.411583184,1,0,0,next_trial_button,0,58,58,0,1,beach,invisiblesun,noclouds,0,"750,500",
,,,,,,,de,de,de,f,24,,2021-08-09_14h41.38.464,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,789,1440,900,,,,,,,,6,6.4817,0.349127062,-0.427097575,1,0,0,next_trial_button,0,59,59,29,1,landscape,invisiblesun,yesclouds,3,"749.8660953401178,500",
,,,,,,,de,de,de,f,24,,2021-08-09_14h41.38.464,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,789,1440,900,,,,,,,,4,2.5764,0.319629178,-0.431039157,1,0,0,next_trial_button,0,60,60,70,1,landscape,visiblesun,noclouds,8,"666.6666666666666,500",
,,,,,,,de,de,de,f,24,,2021-08-09_14h41.38.464,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,789,1440,900,,,,,,,,3,3.3181,0.348296441,-0.435145128,1,0,0,next_trial_button,0,61,61,74,1,beach,visiblesun,noclouds,9,"1028.5714285714284,500",
,,,,,,,de,de,de,f,24,,2021-08-09_14h41.38.464,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,789,1440,900,,,,,,,,5,2.3973,0.382759874,-0.410842489,1,0,0,next_trial_button,0,62,62,67,1,beach,visiblesun,yesclouds,8,"748.1481481481482,500",
,,,,,,,de,de,de,f,24,,2021-08-09_14h41.38.464,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,789,1440,900,,,,,,,,4,3.7319,0.316822645,-0.430654568,1,0,0,next_trial_button,0,63,63,43,1,beach,visiblesun,yesclouds,5,"750,500",
,,,,,,,de,de,de,f,24,,2021-08-09_14h41.38.464,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,789,1440,900,,,,,,,,2,2.066,0.343157145,-0.437367757,1,0,0,next_trial_button,0,64,64,13,1,landscape,invisiblesun,yesclouds,1,"783.1192660550458,500",
,,,,,,,de,de,de,f,24,,2021-08-09_14h41.38.464,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,789,1440,900,,,,,,,,5,2.0804,0.351740044,-0.413262329,1,0,0,next_trial_button,0,65,65,35,1,beach,visiblesun,yesclouds,4,"750,500",
,,,,,,,de,de,de,f,24,,2021-08-09_14h41.38.464,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,789,1440,900,,,,,,,,2,1.7783,0.442036947,-0.41981703,1,0,0,next_trial_button,0,66,66,23,1,landscape,visiblesun,yesclouds,2,"767.97829036635,500",
,,,,,,,de,de,de,f,24,,2021-08-09_14h41.38.464,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,789,1440,900,,,,,,,,4,2.0583,0.339834391,-0.411573419,1,0,0,next_trial_button,0,67,67,41,1,beach,invisiblesun,yesclouds,5,"1248.4394506866417,500",
,,,,,,,de,de,de,f,24,,2021-08-09_14h41.38.464,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,789,1440,900,,,,,,,,3,3.3474,0.336399061,-0.419583401,1,0,0,next_trial_button,0,68,68,39,1,landscape,visiblesun,yesclouds,4,"749.7656982193065,500",
,,,,,,,de,de,de,f,24,,2021-08-09_14h41.38.464,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,789,1440,900,,,,,,,,1,1.8152,0.368283285,-0.420703464,1,0,0,next_trial_button,0,69,69,7,1,landscape,visiblesun,yesclouds,0,"743.421052631579,500",
,,,,,,,de,de,de,f,24,,2021-08-09_14h41.38.464,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,789,1440,900,,,,,,,,5,3.1476,0.315181478,-0.414986911,1,0,0,next_trial_button,0,70,70,1,1,beach,invisiblesun,yesclouds,0,"666.6666666666666,500",
,,,,,,,de,de,de,f,24,,2021-08-09_14h41.38.464,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,789,1440,900,,,,,,,,5,2.1936,0.342567681,-0.417237278,1,0,0,next_trial_button,0,71,71,65,1,beach,invisiblesun,yesclouds,8,"750,500",
,,,,,,,de,de,de,f,24,,2021-08-09_14h41.38.464,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,789,1440,900,,,,,,,,6,4.7627,0.362306315,-0.431995511,1,0,0,next_trial_button,0,72,72,20,1,landscape,invisiblesun,noclouds,2,"755.192878338279,500",
,,,,,,,de,de,de,f,24,,2021-08-09_14h41.38.464,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,789,1440,900,,,,,,,,4,6.3269,0.426181098,-0.424641385,1,0,0,next_trial_button,0,73,73,51,1,beach,visiblesun,yesclouds,6,"657.1279916753382,500",
,,,,,,,de,de,de,f,24,,2021-08-09_14h41.38.464,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,789,1440,900,,,,,,,,5,2.5117,0.394524468,-0.434748535,1,0,0,next_trial_button,0,74,74,52,1,landscape,invisiblesun,noclouds,6,"666.6666666666666,500",
,,,,,,,de,de,de,f,24,,2021-08-09_14h41.38.464,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,789,1440,900,,,,,,,,5,2.6642,0.349916314,-0.448205499,1,0,0,next_trial_button,0,75,75,31,1,landscape,visiblesun,yesclouds,3,"638.0622837370242,500",
,,,,,,,de,de,de,f,24,,2021-08-09_14h41.38.464,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,789,1440,900,,,,,,,,2,1.9466,0.389441732,-0.423530409,1,0,0,next_trial_button,0,76,76,36,1,landscape,invisiblesun,noclouds,4,"281.25,500",
,,,,,,,de,de,de,f,24,,2021-08-09_14h41.38.464,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,789,1440,900,,,,,,,,2,2.5132,0.380601128,-0.404615953,1,0,0,next_trial_button,0,77,77,58,1,beach,visiblesun,noclouds,7,"1028.5714285714284,500",
,,,,,,,de,de,de,f,24,,2021-08-09_14h41.38.464,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,789,1440,900,,,,,,,,1,1.8143,0.295290934,-0.421376953,1,0,0,next_trial_button,0,78,78,28,1,landscape,invisiblesun,noclouds,3,"888.8888888888888,500",
,,,,,,,de,de,de,f,24,,2021-08-09_14h41.38.464,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,789,1440,900,,,,,,,,2,1.8163,0.380783691,-0.428264431,1,0,0,next_trial_button,0,79,79,46,1,landscape,visiblesun,noclouds,5,"750,500",
,,,,,,,de,de,de,f,24,,2021-08-09_14h41.38.464,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",1440,789,1440,900,,,,,,,,,,,,,,,,,,,,,,,,,"750,500",342.6395
