language_mouse.x,language_mouse.y,language_mouse.leftButton,language_mouse.midButton,language_mouse.rightButton,language_mouse.time,language_mouse.clicked_name,nationality,mother_tongue,homeland,gender,age,email,date,expName,psychopyVersion,OS,frameRate,fbclid,cancel_experiment,cancel_reasons,client_agent_information,windowWidth,windowHeight,xRes,yRes,start_exp_mouse.x,start_exp_mouse.y,start_exp_mouse.leftButton,start_exp_mouse.midButton,start_exp_mouse.rightButton,start_exp_mouse.time,start_exp_mouse.clicked_name,rating_slider.response,rating_slider.rt,next_trial_mouse.x,next_trial_mouse.y,next_trial_mouse.leftButton,next_trial_mouse.midButton,next_trial_mouse.rightButton,next_trial_mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,environment,sunVisibility,cloudVisibility,imageId,imgSize,globalClockTime
0.29,-0.228888889,1,0,0,1.226,gr_flag,gr,gr,gr,f,23,,2021-09-02_16h32.15.805,online_experiment,2021.1.4,MacIntel,47.61904762,IwAR2C-QPCjZ6Ygm0_xeAg3n6cf4wx54P8nc5keEXZCn6PossWYMYLk1zFQS4,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1440,820,1440,900,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,gr,gr,gr,f,23,,2021-09-02_16h32.15.805,online_experiment,2021.1.4,MacIntel,47.61904762,IwAR2C-QPCjZ6Ygm0_xeAg3n6cf4wx54P8nc5keEXZCn6PossWYMYLk1zFQS4,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1440,820,1440,900,,,,,,,,1,4.139,0.368888889,-0.414444444,1,0,0,next_trial_button,0,30,30,44,1,landscape,invisiblesun,noclouds,5,"666.6666666666666,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-02_16h32.15.805,online_experiment,2021.1.4,MacIntel,47.61904762,IwAR2C-QPCjZ6Ygm0_xeAg3n6cf4wx54P8nc5keEXZCn6PossWYMYLk1zFQS4,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1440,820,1440,900,,,,,,,,2,2.483,0.358888889,-0.433333333,1,0,0,next_trial_button,0,31,31,79,1,landscape,visiblesun,yesclouds,9,"1028.5714285714284,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-02_16h32.15.805,online_experiment,2021.1.4,MacIntel,47.61904762,IwAR2C-QPCjZ6Ygm0_xeAg3n6cf4wx54P8nc5keEXZCn6PossWYMYLk1zFQS4,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1440,820,1440,900,,,,,,,,4,1.68,0.325555556,-0.423333333,1,0,0,next_trial_button,0,32,32,55,1,landscape,visiblesun,yesclouds,6,"749.8819083608881,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-02_16h32.15.805,online_experiment,2021.1.4,MacIntel,47.61904762,IwAR2C-QPCjZ6Ygm0_xeAg3n6cf4wx54P8nc5keEXZCn6PossWYMYLk1zFQS4,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1440,820,1440,900,,,,,,,,6,1.783,0.336666667,-0.431111111,1,0,0,next_trial_button,0,33,33,63,1,landscape,visiblesun,yesclouds,7,"331.94444444444446,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-02_16h32.15.805,online_experiment,2021.1.4,MacIntel,47.61904762,IwAR2C-QPCjZ6Ygm0_xeAg3n6cf4wx54P8nc5keEXZCn6PossWYMYLk1zFQS4,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1440,820,1440,900,,,,,,,,7,2.897,0.37,-0.407777778,1,0,0,next_trial_button,0,34,34,12,1,landscape,invisiblesun,noclouds,1,"666.6666666666666,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-02_16h32.15.805,online_experiment,2021.1.4,MacIntel,47.61904762,IwAR2C-QPCjZ6Ygm0_xeAg3n6cf4wx54P8nc5keEXZCn6PossWYMYLk1zFQS4,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1440,820,1440,900,,,,,,,,5,2.016,0.33,-0.437777778,1,0,0,next_trial_button,0,35,35,60,1,landscape,invisiblesun,noclouds,7,"666.7268134247564,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-02_16h32.15.805,online_experiment,2021.1.4,MacIntel,47.61904762,IwAR2C-QPCjZ6Ygm0_xeAg3n6cf4wx54P8nc5keEXZCn6PossWYMYLk1zFQS4,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1440,820,1440,900,,,,,,,,9,1.758,0.411111111,-0.41,1,0,0,next_trial_button,0,36,36,7,1,landscape,visiblesun,yesclouds,0,"743.421052631579,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-02_16h32.15.805,online_experiment,2021.1.4,MacIntel,47.61904762,IwAR2C-QPCjZ6Ygm0_xeAg3n6cf4wx54P8nc5keEXZCn6PossWYMYLk1zFQS4,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1440,820,1440,900,,,,,,,,10,1.951,0.418888889,-0.402222222,1,0,0,next_trial_button,0,37,37,49,1,beach,invisiblesun,yesclouds,6,"858.4474885844749,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-02_16h32.15.805,online_experiment,2021.1.4,MacIntel,47.61904762,IwAR2C-QPCjZ6Ygm0_xeAg3n6cf4wx54P8nc5keEXZCn6PossWYMYLk1zFQS4,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1440,820,1440,900,,,,,,,,8,2.049,0.322222222,-0.414444444,1,0,0,next_trial_button,0,38,38,9,1,beach,invisiblesun,yesclouds,1,"750,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-02_16h32.15.805,online_experiment,2021.1.4,MacIntel,47.61904762,IwAR2C-QPCjZ6Ygm0_xeAg3n6cf4wx54P8nc5keEXZCn6PossWYMYLk1zFQS4,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1440,820,1440,900,,,,,,,,9,2.257,0.365555556,-0.427777778,1,0,0,next_trial_button,0,39,39,57,1,beach,invisiblesun,yesclouds,7,"749.707488299532,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-02_16h32.15.805,online_experiment,2021.1.4,MacIntel,47.61904762,IwAR2C-QPCjZ6Ygm0_xeAg3n6cf4wx54P8nc5keEXZCn6PossWYMYLk1zFQS4,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1440,820,1440,900,,,,,,,,6,2.12,0.321111111,-0.421111111,1,0,0,next_trial_button,0,40,40,67,1,beach,visiblesun,yesclouds,8,"748.1481481481482,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-02_16h32.15.805,online_experiment,2021.1.4,MacIntel,47.61904762,IwAR2C-QPCjZ6Ygm0_xeAg3n6cf4wx54P8nc5keEXZCn6PossWYMYLk1zFQS4,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1440,820,1440,900,,,,,,,,8,2.584,0.362222222,-0.421111111,1,0,0,next_trial_button,0,41,41,53,1,landscape,invisiblesun,yesclouds,6,"750.0695023630803,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-02_16h32.15.805,online_experiment,2021.1.4,MacIntel,47.61904762,IwAR2C-QPCjZ6Ygm0_xeAg3n6cf4wx54P8nc5keEXZCn6PossWYMYLk1zFQS4,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1440,820,1440,900,,,,,,,,8,7.293,0.5,-0.43,1,0,0,next_trial_button,0,42,42,34,1,beach,visiblesun,noclouds,4,"749.6251874062968,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-02_16h32.15.805,online_experiment,2021.1.4,MacIntel,47.61904762,IwAR2C-QPCjZ6Ygm0_xeAg3n6cf4wx54P8nc5keEXZCn6PossWYMYLk1zFQS4,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1440,820,1440,900,,,,,,,,2,1.833,0.378888889,-0.412222222,1,0,0,next_trial_button,0,43,43,36,1,landscape,invisiblesun,noclouds,4,"281.25,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-02_16h32.15.805,online_experiment,2021.1.4,MacIntel,47.61904762,IwAR2C-QPCjZ6Ygm0_xeAg3n6cf4wx54P8nc5keEXZCn6PossWYMYLk1zFQS4,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1440,820,1440,900,,,,,,,,7,1.769,0.453333333,-0.407777778,1,0,0,next_trial_button,0,44,44,43,1,beach,visiblesun,yesclouds,5,"750,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-02_16h32.15.805,online_experiment,2021.1.4,MacIntel,47.61904762,IwAR2C-QPCjZ6Ygm0_xeAg3n6cf4wx54P8nc5keEXZCn6PossWYMYLk1zFQS4,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1440,820,1440,900,,,,,,,,5,2.096,0.441111111,-0.404444444,1,0,0,next_trial_button,0,45,45,18,1,beach,visiblesun,noclouds,2,"666.6666666666666,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-02_16h32.15.805,online_experiment,2021.1.4,MacIntel,47.61904762,IwAR2C-QPCjZ6Ygm0_xeAg3n6cf4wx54P8nc5keEXZCn6PossWYMYLk1zFQS4,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1440,820,1440,900,,,,,,,,5,2.034,0.365555556,-0.417777778,1,0,0,next_trial_button,0,46,46,66,1,beach,visiblesun,noclouds,8,"1028.5714285714284,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-02_16h32.15.805,online_experiment,2021.1.4,MacIntel,47.61904762,IwAR2C-QPCjZ6Ygm0_xeAg3n6cf4wx54P8nc5keEXZCn6PossWYMYLk1zFQS4,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1440,820,1440,900,,,,,,,,4,1.899,0.398888889,-0.415555556,1,0,0,next_trial_button,0,47,47,28,1,landscape,invisiblesun,noclouds,3,"888.8888888888888,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-02_16h32.15.805,online_experiment,2021.1.4,MacIntel,47.61904762,IwAR2C-QPCjZ6Ygm0_xeAg3n6cf4wx54P8nc5keEXZCn6PossWYMYLk1zFQS4,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1440,820,1440,900,,,,,,,,8,1.939,0.374444444,-0.426666667,1,0,0,next_trial_button,0,48,48,6,1,landscape,visiblesun,noclouds,0,"1413.8005159071367,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-02_16h32.15.805,online_experiment,2021.1.4,MacIntel,47.61904762,IwAR2C-QPCjZ6Ygm0_xeAg3n6cf4wx54P8nc5keEXZCn6PossWYMYLk1zFQS4,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1440,820,1440,900,,,,,,,,7,5.465,0.374444444,-0.423333333,1,0,0,next_trial_button,0,49,49,73,1,beach,invisiblesun,yesclouds,9,"1028.5714285714284,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-02_16h32.15.805,online_experiment,2021.1.4,MacIntel,47.61904762,IwAR2C-QPCjZ6Ygm0_xeAg3n6cf4wx54P8nc5keEXZCn6PossWYMYLk1zFQS4,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1440,820,1440,900,,,,,,,,4,1.916,0.475555556,-0.421111111,1,0,0,next_trial_button,0,50,50,52,1,landscape,invisiblesun,noclouds,6,"666.6666666666666,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-02_16h32.15.805,online_experiment,2021.1.4,MacIntel,47.61904762,IwAR2C-QPCjZ6Ygm0_xeAg3n6cf4wx54P8nc5keEXZCn6PossWYMYLk1zFQS4,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1440,820,1440,900,,,,,,,,2,15.956,0.382222222,-0.378888889,1,0,0,next_trial_button,0,51,51,48,1,beach,invisiblesun,noclouds,6,"1028.5714285714284,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-02_16h32.15.805,online_experiment,2021.1.4,MacIntel,47.61904762,IwAR2C-QPCjZ6Ygm0_xeAg3n6cf4wx54P8nc5keEXZCn6PossWYMYLk1zFQS4,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1440,820,1440,900,,,,,,,,8,1.649,0.342222222,-0.41,1,0,0,next_trial_button,0,52,52,11,1,beach,visiblesun,yesclouds,1,"989.8132427843803,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-02_16h32.15.805,online_experiment,2021.1.4,MacIntel,47.61904762,IwAR2C-QPCjZ6Ygm0_xeAg3n6cf4wx54P8nc5keEXZCn6PossWYMYLk1zFQS4,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1440,820,1440,900,,,,,,,,7,1.651,0.337777778,-0.414444444,1,0,0,next_trial_button,0,53,53,2,1,beach,visiblesun,noclouds,0,"375,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-02_16h32.15.805,online_experiment,2021.1.4,MacIntel,47.61904762,IwAR2C-QPCjZ6Ygm0_xeAg3n6cf4wx54P8nc5keEXZCn6PossWYMYLk1zFQS4,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1440,820,1440,900,,,,,,,,10,1.685,0.415555556,-0.402222222,1,0,0,next_trial_button,0,54,54,29,1,landscape,invisiblesun,yesclouds,3,"749.8660953401178,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-02_16h32.15.805,online_experiment,2021.1.4,MacIntel,47.61904762,IwAR2C-QPCjZ6Ygm0_xeAg3n6cf4wx54P8nc5keEXZCn6PossWYMYLk1zFQS4,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1440,820,1440,900,,,,,,,,5,2.448,0.395555556,-0.422222222,1,0,0,next_trial_button,0,55,55,74,1,beach,visiblesun,noclouds,9,"1028.5714285714284,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-02_16h32.15.805,online_experiment,2021.1.4,MacIntel,47.61904762,IwAR2C-QPCjZ6Ygm0_xeAg3n6cf4wx54P8nc5keEXZCn6PossWYMYLk1zFQS4,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1440,820,1440,900,,,,,,,,3,1.816,0.492222222,-0.411111111,1,0,0,next_trial_button,0,56,56,56,1,beach,invisiblesun,noclouds,7,"1028.5714285714284,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-02_16h32.15.805,online_experiment,2021.1.4,MacIntel,47.61904762,IwAR2C-QPCjZ6Ygm0_xeAg3n6cf4wx54P8nc5keEXZCn6PossWYMYLk1zFQS4,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1440,820,1440,900,,,,,,,,5,1.746,0.426666667,-0.422222222,1,0,0,next_trial_button,0,57,57,50,1,beach,visiblesun,noclouds,6,"666.6666666666666,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-02_16h32.15.805,online_experiment,2021.1.4,MacIntel,47.61904762,IwAR2C-QPCjZ6Ygm0_xeAg3n6cf4wx54P8nc5keEXZCn6PossWYMYLk1zFQS4,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1440,820,1440,900,,,,,,,,4,3.315,0.345555556,-0.435555556,1,0,0,next_trial_button,0,58,58,5,1,landscape,invisiblesun,yesclouds,0,"750.4690431519699,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-02_16h32.15.805,online_experiment,2021.1.4,MacIntel,47.61904762,IwAR2C-QPCjZ6Ygm0_xeAg3n6cf4wx54P8nc5keEXZCn6PossWYMYLk1zFQS4,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1440,820,1440,900,,,,,,,,4,1.801,0.332222222,-0.416666667,1,0,0,next_trial_button,0,59,59,23,1,landscape,visiblesun,yesclouds,2,"767.97829036635,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-02_16h32.15.805,online_experiment,2021.1.4,MacIntel,47.61904762,IwAR2C-QPCjZ6Ygm0_xeAg3n6cf4wx54P8nc5keEXZCn6PossWYMYLk1zFQS4,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1440,820,1440,900,,,,,,,,9,2.408,0.332222222,-0.416666667,1,0,0,next_trial_button,0,60,60,69,1,landscape,invisiblesun,yesclouds,8,"750,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-02_16h32.15.805,online_experiment,2021.1.4,MacIntel,47.61904762,IwAR2C-QPCjZ6Ygm0_xeAg3n6cf4wx54P8nc5keEXZCn6PossWYMYLk1zFQS4,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1440,820,1440,900,,,,,,,,7,1.734,0.452222222,-0.393333333,1,0,0,next_trial_button,0,61,61,25,1,beach,invisiblesun,yesclouds,3,"750.4690431519699,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-02_16h32.15.805,online_experiment,2021.1.4,MacIntel,47.61904762,IwAR2C-QPCjZ6Ygm0_xeAg3n6cf4wx54P8nc5keEXZCn6PossWYMYLk1zFQS4,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1440,820,1440,900,,,,,,,,8,1.77,0.33,-0.407777778,1,0,0,next_trial_button,0,62,62,19,1,beach,visiblesun,yesclouds,2,"770.1393095093882,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-02_16h32.15.805,online_experiment,2021.1.4,MacIntel,47.61904762,IwAR2C-QPCjZ6Ygm0_xeAg3n6cf4wx54P8nc5keEXZCn6PossWYMYLk1zFQS4,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1440,820,1440,900,,,,,,,,9,2.263,0.323333333,-0.407777778,1,0,0,next_trial_button,0,63,63,0,1,beach,invisiblesun,noclouds,0,"750,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-02_16h32.15.805,online_experiment,2021.1.4,MacIntel,47.61904762,IwAR2C-QPCjZ6Ygm0_xeAg3n6cf4wx54P8nc5keEXZCn6PossWYMYLk1zFQS4,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1440,820,1440,900,,,,,,,,10,3.751,0.354444444,-0.402222222,1,0,0,next_trial_button,0,64,64,61,1,landscape,invisiblesun,yesclouds,7,"500,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-02_16h32.15.805,online_experiment,2021.1.4,MacIntel,47.61904762,IwAR2C-QPCjZ6Ygm0_xeAg3n6cf4wx54P8nc5keEXZCn6PossWYMYLk1zFQS4,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1440,820,1440,900,,,,,,,,8,2.119,0.43,-0.407777778,1,0,0,next_trial_button,0,65,65,32,1,beach,invisiblesun,noclouds,4,"750,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-02_16h32.15.805,online_experiment,2021.1.4,MacIntel,47.61904762,IwAR2C-QPCjZ6Ygm0_xeAg3n6cf4wx54P8nc5keEXZCn6PossWYMYLk1zFQS4,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1440,820,1440,900,,,,,,,,5,4.901,0.312222222,-0.408888889,1,0,0,next_trial_button,0,66,66,30,1,landscape,visiblesun,noclouds,3,"346.3035019455253,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-02_16h32.15.805,online_experiment,2021.1.4,MacIntel,47.61904762,IwAR2C-QPCjZ6Ygm0_xeAg3n6cf4wx54P8nc5keEXZCn6PossWYMYLk1zFQS4,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1440,820,1440,900,,,,,,,,8,1.784,0.376666667,-0.421111111,1,0,0,next_trial_button,0,67,67,59,1,beach,visiblesun,yesclouds,7,"888.9689978370584,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-02_16h32.15.805,online_experiment,2021.1.4,MacIntel,47.61904762,IwAR2C-QPCjZ6Ygm0_xeAg3n6cf4wx54P8nc5keEXZCn6PossWYMYLk1zFQS4,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1440,820,1440,900,,,,,,,,7,2.049,0.357777778,-0.404444444,1,0,0,next_trial_button,0,68,68,58,1,beach,visiblesun,noclouds,7,"1028.5714285714284,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-02_16h32.15.805,online_experiment,2021.1.4,MacIntel,47.61904762,IwAR2C-QPCjZ6Ygm0_xeAg3n6cf4wx54P8nc5keEXZCn6PossWYMYLk1zFQS4,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1440,820,1440,900,,,,,,,,2,1.596,0.404444444,-0.413333333,1,0,0,next_trial_button,0,69,69,68,1,landscape,invisiblesun,noclouds,8,"666.6666666666666,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-02_16h32.15.805,online_experiment,2021.1.4,MacIntel,47.61904762,IwAR2C-QPCjZ6Ygm0_xeAg3n6cf4wx54P8nc5keEXZCn6PossWYMYLk1zFQS4,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1440,820,1440,900,,,,,,,,8,1.681,0.401111111,-0.416666667,1,0,0,next_trial_button,0,70,70,4,1,landscape,invisiblesun,noclouds,0,"1276.9171185127807,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-02_16h32.15.805,online_experiment,2021.1.4,MacIntel,47.61904762,IwAR2C-QPCjZ6Ygm0_xeAg3n6cf4wx54P8nc5keEXZCn6PossWYMYLk1zFQS4,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1440,820,1440,900,,,,,,,,9,1.947,0.457777778,-0.407777778,1,0,0,next_trial_button,0,71,71,27,1,beach,visiblesun,yesclouds,3,"752.8089887640449,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-02_16h32.15.805,online_experiment,2021.1.4,MacIntel,47.61904762,IwAR2C-QPCjZ6Ygm0_xeAg3n6cf4wx54P8nc5keEXZCn6PossWYMYLk1zFQS4,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1440,820,1440,900,,,,,,,,5,2.164,0.446666667,-0.41,1,0,0,next_trial_button,0,72,72,17,1,beach,invisiblesun,yesclouds,2,"684.8635235732011,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-02_16h32.15.805,online_experiment,2021.1.4,MacIntel,47.61904762,IwAR2C-QPCjZ6Ygm0_xeAg3n6cf4wx54P8nc5keEXZCn6PossWYMYLk1zFQS4,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1440,820,1440,900,,,,,,,,9,1.785,0.454444444,-0.398888889,1,0,0,next_trial_button,0,73,73,37,1,landscape,invisiblesun,yesclouds,4,"669.4214876033058,500",
,,,,,,,gr,gr,gr,f,23,,2021-09-02_16h32.15.805,online_experiment,2021.1.4,MacIntel,47.61904762,IwAR2C-QPCjZ6Ygm0_xeAg3n6cf4wx54P8nc5keEXZCn6PossWYMYLk1zFQS4,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Safari/605.1.15",1440,820,1440,900,,,,,,,,9,1.711,0.42,-0.397777778,1,0,0,next_trial_button,0,74,74,13,1,landscape,invisiblesun,yesclouds,1,"783.1192660550458,500",
