language_mouse.x,language_mouse.y,language_mouse.leftButton,language_mouse.midButton,language_mouse.rightButton,language_mouse.time,language_mouse.clicked_name,nationality,mother_tongue,homeland,gender,age,email,date,expName,psychopyVersion,OS,frameRate,cancel_experiment,cancel_reasons,client_agent_information,windowWidth,windowHeight,xRes,yRes,start_exp_mouse.x,start_exp_mouse.y,start_exp_mouse.leftButton,start_exp_mouse.midButton,start_exp_mouse.rightButton,start_exp_mouse.time,start_exp_mouse.clicked_name,rating_slider.response,rating_slider.rt,next_trial_mouse.x,next_trial_mouse.y,next_trial_mouse.leftButton,next_trial_mouse.midButton,next_trial_mouse.rightButton,next_trial_mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,environment,sunVisibility,cloudVisibility,imageId,imgSize,globalClockTime
,,,,,,,gr,gr,gr,m,22,,2021-09-01_14h15.42.756,online_experiment,2021.1.4,Win32,59.95203837,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0,1920,955,1920,1080,,,,,,,,9,5.418,0.405555556,-0.418518519,1,0,0,next_trial_button,0,9,9,37,1,landscape,invisiblesun,yesclouds,4,"669.4214876033058,500",
,,,,,,,gr,gr,gr,m,22,,2021-09-01_14h15.42.756,online_experiment,2021.1.4,Win32,59.95203837,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0,1920,955,1920,1080,,,,,,,,6,14.162,0.377777778,-0.437037037,1,0,0,next_trial_button,0,10,10,70,1,landscape,visiblesun,noclouds,8,"666.6666666666666,500",
,,,,,,,gr,gr,gr,m,22,,2021-09-01_14h15.42.756,online_experiment,2021.1.4,Win32,59.95203837,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0,1920,955,1920,1080,,,,,,,,9,2.369,0.371296296,-0.421296296,1,0,0,next_trial_button,0,11,11,66,1,beach,visiblesun,noclouds,8,"1028.5714285714284,500",
,,,,,,,gr,gr,gr,m,22,,2021-09-01_14h15.42.756,online_experiment,2021.1.4,Win32,59.95203837,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0,1920,955,1920,1080,,,,,,,,7,8.97,0.456481481,-0.419444444,1,0,0,next_trial_button,0,12,12,42,1,beach,visiblesun,noclouds,5,"834.4594594594595,500",
,,,,,,,gr,gr,gr,m,22,,2021-09-01_14h15.42.756,online_experiment,2021.1.4,Win32,59.95203837,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0,1920,955,1920,1080,,,,,,,,8,2.573,0.410185185,-0.427777778,1,0,0,next_trial_button,0,13,13,59,1,beach,visiblesun,yesclouds,7,"888.9689978370584,500",
,,,,,,,gr,gr,gr,m,22,,2021-09-01_14h15.42.756,online_experiment,2021.1.4,Win32,59.95203837,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0,1920,955,1920,1080,,,,,,,,7,9.51,0.441666667,-0.414814815,1,0,0,next_trial_button,0,14,14,26,1,beach,visiblesun,noclouds,3,"888.8888888888888,500",
,,,,,,,gr,gr,gr,m,22,,2021-09-01_14h15.42.756,online_experiment,2021.1.4,Win32,59.95203837,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0,1920,955,1920,1080,,,,,,,,9,6.347,0.424074074,-0.40462963,1,0,0,next_trial_button,0,15,15,33,1,beach,invisiblesun,yesclouds,4,"751.5473032714411,500",
,,,,,,,gr,gr,gr,m,22,,2021-09-01_14h15.42.756,online_experiment,2021.1.4,Win32,59.95203837,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0,1920,955,1920,1080,,,,,,,,5,3.15,0.464814815,-0.410185185,1,0,0,next_trial_button,0,16,16,6,1,landscape,visiblesun,noclouds,0,"1413.8005159071367,500",
,,,,,,,gr,gr,gr,m,22,,2021-09-01_14h15.42.756,online_experiment,2021.1.4,Win32,59.95203837,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0,1920,955,1920,1080,,,,,,,,3,2.39,0.363888889,-0.423148148,1,0,0,next_trial_button,0,17,17,30,1,landscape,visiblesun,noclouds,3,"346.3035019455253,500",
,,,,,,,gr,gr,gr,m,22,,2021-09-01_14h15.42.756,online_experiment,2021.1.4,Win32,59.95203837,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0,1920,955,1920,1080,,,,,,,,2,6.496,0.386111111,-0.416666667,1,0,0,next_trial_button,0,18,18,52,1,landscape,invisiblesun,noclouds,6,"666.6666666666666,500",
,,,,,,,gr,gr,gr,m,22,,2021-09-01_14h15.42.756,online_experiment,2021.1.4,Win32,59.95203837,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0,1920,955,1920,1080,,,,,,,,2,7.198,0.415740741,-0.42037037,1,0,0,next_trial_button,0,19,19,39,1,landscape,visiblesun,yesclouds,4,"749.7656982193065,500",
,,,,,,,gr,gr,gr,m,22,,2021-09-01_14h15.42.756,online_experiment,2021.1.4,Win32,59.95203837,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0,1920,955,1920,1080,,,,,,,,1,2.229,0.39537037,-0.431481481,1,0,0,next_trial_button,0,20,20,60,1,landscape,invisiblesun,noclouds,7,"666.7268134247564,500",
,,,,,,,gr,gr,gr,m,22,,2021-09-01_14h15.42.756,online_experiment,2021.1.4,Win32,59.95203837,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0,1920,955,1920,1080,,,,,,,,5,6.739,0.412037037,-0.441666667,1,0,0,next_trial_button,0,21,21,23,1,landscape,visiblesun,yesclouds,2,"767.97829036635,500",
,,,,,,,gr,gr,gr,m,22,,2021-09-01_14h15.42.756,online_experiment,2021.1.4,Win32,59.95203837,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0,1920,955,1920,1080,,,,,,,,6,2.126,0.428703704,-0.407407407,1,0,0,next_trial_button,0,22,22,43,1,beach,visiblesun,yesclouds,5,"750,500",
,,,,,,,gr,gr,gr,m,22,,2021-09-01_14h15.42.756,online_experiment,2021.1.4,Win32,59.95203837,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0,1920,955,1920,1080,,,,,,,,10,7.897,0.361111111,-0.407407407,1,0,0,next_trial_button,0,23,23,61,1,landscape,invisiblesun,yesclouds,7,"500,500",
,,,,,,,gr,gr,gr,m,22,,2021-09-01_14h15.42.756,online_experiment,2021.1.4,Win32,59.95203837,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0,1920,955,1920,1080,,,,,,,,7,3.821,0.462962963,-0.414814815,1,0,0,next_trial_button,0,24,24,9,1,beach,invisiblesun,yesclouds,1,"750,500",
,,,,,,,gr,gr,gr,m,22,,2021-09-01_14h15.42.756,online_experiment,2021.1.4,Win32,59.95203837,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0,1920,955,1920,1080,,,,,,,,7,6.955,0.455555556,-0.431481481,1,0,0,next_trial_button,0,25,25,58,1,beach,visiblesun,noclouds,7,"1028.5714285714284,500",
,,,,,,,gr,gr,gr,m,22,,2021-09-01_14h15.42.756,online_experiment,2021.1.4,Win32,59.95203837,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0,1920,955,1920,1080,,,,,,,,7,4.183,0.333333333,-0.419444444,1,0,0,next_trial_button,0,26,26,3,1,beach,visiblesun,yesclouds,0,"1152.5122276567363,500",
,,,,,,,gr,gr,gr,m,22,,2021-09-01_14h15.42.756,online_experiment,2021.1.4,Win32,59.95203837,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0,1920,955,1920,1080,,,,,,,,6,2.359,0.363888889,-0.435185185,1,0,0,next_trial_button,0,27,27,27,1,beach,visiblesun,yesclouds,3,"752.8089887640449,500",
,,,,,,,gr,gr,gr,m,22,,2021-09-01_14h15.42.756,online_experiment,2021.1.4,Win32,59.95203837,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0,1920,955,1920,1080,,,,,,,,2,6.65,0.394444444,-0.435185185,1,0,0,next_trial_button,0,28,28,72,1,beach,invisiblesun,noclouds,9,"888.8888888888888,500",
,,,,,,,gr,gr,gr,m,22,,2021-09-01_14h15.42.756,online_experiment,2021.1.4,Win32,59.95203837,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0,1920,955,1920,1080,,,,,,,,4,13.607,0.383333333,-0.415740741,1,0,0,next_trial_button,0,29,29,13,1,landscape,invisiblesun,yesclouds,1,"783.1192660550458,500",
,,,,,,,gr,gr,gr,m,22,,2021-09-01_14h15.42.756,online_experiment,2021.1.4,Win32,59.95203837,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0,1920,955,1920,1080,,,,,,,,4,5.737,0.417592593,-0.411111111,1,0,0,next_trial_button,0,30,30,48,1,beach,invisiblesun,noclouds,6,"1028.5714285714284,500",
,,,,,,,gr,gr,gr,m,22,,2021-09-01_14h15.42.756,online_experiment,2021.1.4,Win32,59.95203837,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0,1920,955,1920,1080,,,,,,,,5,5.452,0.416666667,-0.40462963,1,0,0,next_trial_button,0,31,31,76,1,landscape,invisiblesun,noclouds,9,"1056.6037735849056,500",
,,,,,,,gr,gr,gr,m,22,,2021-09-01_14h15.42.756,online_experiment,2021.1.4,Win32,59.95203837,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0,1920,955,1920,1080,,,,,,,,10,1.988,0.412962963,-0.42037037,1,0,0,next_trial_button,0,32,32,14,1,landscape,visiblesun,noclouds,1,"745.9919839679359,500",
,,,,,,,gr,gr,gr,m,22,,2021-09-01_14h15.42.756,online_experiment,2021.1.4,Win32,59.95203837,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0,1920,955,1920,1080,,,,,,,,3,5.704,0.351851852,-0.435185185,1,0,0,next_trial_button,0,33,33,62,1,landscape,visiblesun,noclouds,7,"417.42389822807814,500",
,,,,,,,gr,gr,gr,m,22,,2021-09-01_14h15.42.756,online_experiment,2021.1.4,Win32,59.95203837,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0,1920,955,1920,1080,,,,,,,,2,3.261,0.375,-0.410185185,1,0,0,next_trial_button,0,34,34,64,1,beach,invisiblesun,noclouds,8,"1028.5714285714284,500",
,,,,,,,gr,gr,gr,m,22,,2021-09-01_14h15.42.756,online_experiment,2021.1.4,Win32,59.95203837,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0,1920,955,1920,1080,,,,,,,,8,2.216,0.339814815,-0.407407407,1,0,0,next_trial_button,0,35,35,63,1,landscape,visiblesun,yesclouds,7,"331.94444444444446,500",
,,,,,,,gr,gr,gr,m,22,,2021-09-01_14h15.42.756,online_experiment,2021.1.4,Win32,59.95203837,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0,1920,955,1920,1080,,,,,,,,6,7.047,0.37962963,-0.442592593,1,0,0,next_trial_button,0,36,36,8,1,beach,invisiblesun,noclouds,1,"1215.1898734177216,500",
,,,,,,,gr,gr,gr,m,22,,2021-09-01_14h15.42.756,online_experiment,2021.1.4,Win32,59.95203837,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0,1920,955,1920,1080,,,,,,,,3,3.454,0.421296296,-0.406481481,1,0,0,next_trial_button,0,37,37,73,1,beach,invisiblesun,yesclouds,9,"1028.5714285714284,500",
,,,,,,,gr,gr,gr,m,22,,2021-09-01_14h15.42.756,online_experiment,2021.1.4,Win32,59.95203837,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0,1920,955,1920,1080,,,,,,,,3,6.242,0.433333333,-0.4,1,0,0,next_trial_button,0,38,38,44,1,landscape,invisiblesun,noclouds,5,"666.6666666666666,500",
,,,,,,,gr,gr,gr,m,22,,2021-09-01_14h15.42.756,online_experiment,2021.1.4,Win32,59.95203837,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0,1920,955,1920,1080,,,,,,,,8,4.34,0.337037037,-0.408333333,1,0,0,next_trial_button,0,39,39,67,1,beach,visiblesun,yesclouds,8,"748.1481481481482,500",
,,,,,,,gr,gr,gr,m,22,,2021-09-01_14h15.42.756,online_experiment,2021.1.4,Win32,59.95203837,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0,1920,955,1920,1080,,,,,,,,9,5.281,0.346296296,-0.415740741,1,0,0,next_trial_button,0,40,40,47,1,landscape,visiblesun,yesclouds,5,"666.6666666666666,500",
,,,,,,,gr,gr,gr,m,22,,2021-09-01_14h15.42.756,online_experiment,2021.1.4,Win32,59.95203837,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0,1920,955,1920,1080,,,,,,,,8,2.782,0.413888889,-0.421296296,1,0,0,next_trial_button,0,41,41,17,1,beach,invisiblesun,yesclouds,2,"684.8635235732011,500",
,,,,,,,gr,gr,gr,m,22,,2021-09-01_14h15.42.756,online_experiment,2021.1.4,Win32,59.95203837,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0,1920,955,1920,1080,,,,,,,,3,2.564,0.387037037,-0.409259259,1,0,0,next_trial_button,0,42,42,7,1,landscape,visiblesun,yesclouds,0,"743.421052631579,500",
,,,,,,,gr,gr,gr,m,22,,2021-09-01_14h15.42.756,online_experiment,2021.1.4,Win32,59.95203837,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0,1920,955,1920,1080,,,,,,,,7,10.012,0.415740741,-0.414814815,1,0,0,next_trial_button,0,43,43,77,1,landscape,invisiblesun,yesclouds,9,"888.8888888888888,500",
,,,,,,,gr,gr,gr,m,22,,2021-09-01_14h15.42.756,online_experiment,2021.1.4,Win32,59.95203837,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0,1920,955,1920,1080,,,,,,,,10,1.981,0.377777778,-0.414814815,1,0,0,next_trial_button,0,44,44,29,1,landscape,invisiblesun,yesclouds,3,"749.8660953401178,500",
,,,,,,,gr,gr,gr,m,22,,2021-09-01_14h15.42.756,online_experiment,2021.1.4,Win32,59.95203837,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0,1920,955,1920,1080,,,,,,,,6,6.579,0.407407407,-0.411111111,1,0,0,next_trial_button,0,45,45,46,1,landscape,visiblesun,noclouds,5,"750,500",
,,,,,,,gr,gr,gr,m,22,,2021-09-01_14h15.42.756,online_experiment,2021.1.4,Win32,59.95203837,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0,1920,955,1920,1080,,,,,,,,2,4.414,0.473148148,-0.409259259,1,0,0,next_trial_button,0,46,46,51,1,beach,visiblesun,yesclouds,6,"657.1279916753382,500",
,,,,,,,gr,gr,gr,m,22,,2021-09-01_14h15.42.756,online_experiment,2021.1.4,Win32,59.95203837,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0,1920,955,1920,1080,,,,,,,,8,3.869,0.462037037,-0.415740741,1,0,0,next_trial_button,0,47,47,78,1,landscape,visiblesun,noclouds,9,"666.6666666666666,500",
,,,,,,,gr,gr,gr,m,22,,2021-09-01_14h15.42.756,online_experiment,2021.1.4,Win32,59.95203837,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0,1920,955,1920,1080,,,,,,,,9,7.856,0.417592593,-0.45,1,0,0,next_trial_button,0,48,48,4,1,landscape,invisiblesun,noclouds,0,"1276.9171185127807,500",
,,,,,,,gr,gr,gr,m,22,,2021-09-01_14h15.42.756,online_experiment,2021.1.4,Win32,59.95203837,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0,1920,955,1920,1080,,,,,,,,5,5.547,0.418518519,-0.415740741,1,0,0,next_trial_button,0,49,49,1,1,beach,invisiblesun,yesclouds,0,"666.6666666666666,500",
,,,,,,,gr,gr,gr,m,22,,2021-09-01_14h15.42.756,online_experiment,2021.1.4,Win32,59.95203837,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0,1920,955,1920,1080,,,,,,,,1,2.372,0.460185185,-0.410185185,1,0,0,next_trial_button,0,50,50,68,1,landscape,invisiblesun,noclouds,8,"666.6666666666666,500",
,,,,,,,gr,gr,gr,m,22,,2021-09-01_14h15.42.756,online_experiment,2021.1.4,Win32,59.95203837,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0,1920,955,1920,1080,,,,,,,,3,8.026,0.422222222,-0.444444444,1,0,0,next_trial_button,0,51,51,25,1,beach,invisiblesun,yesclouds,3,"750.4690431519699,500",
,,,,,,,gr,gr,gr,m,22,,2021-09-01_14h15.42.756,online_experiment,2021.1.4,Win32,59.95203837,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0,1920,955,1920,1080,,,,,,,,8,2.343,0.387037037,-0.417592593,1,0,0,next_trial_button,0,52,52,79,1,landscape,visiblesun,yesclouds,9,"1028.5714285714284,500",
,,,,,,,gr,gr,gr,m,22,,2021-09-01_14h15.42.756,online_experiment,2021.1.4,Win32,59.95203837,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0,1920,955,1920,1080,,,,,,,,7,3.43,0.318518519,-0.413888889,1,0,0,next_trial_button,0,53,53,34,1,beach,visiblesun,noclouds,4,"749.6251874062968,500",
,,,,,,,gr,gr,gr,m,22,,2021-09-01_14h15.42.756,online_experiment,2021.1.4,Win32,59.95203837,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0,1920,955,1920,1080,,,,,,,,3,2.93,0.427777778,-0.437037037,1,0,0,next_trial_button,0,54,54,12,1,landscape,invisiblesun,noclouds,1,"666.6666666666666,500",
,,,,,,,gr,gr,gr,m,22,,2021-09-01_14h15.42.756,online_experiment,2021.1.4,Win32,59.95203837,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0,1920,955,1920,1080,,,,,,,,9,8.937,0.348148148,-0.414814815,1,0,0,next_trial_button,0,55,55,49,1,beach,invisiblesun,yesclouds,6,"858.4474885844749,500",
,,,,,,,gr,gr,gr,m,22,,2021-09-01_14h15.42.756,online_experiment,2021.1.4,Win32,59.95203837,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0,1920,955,1920,1080,,,,,,,,2,3.626,0.526851852,-0.443518519,1,0,0,next_trial_button,0,56,56,74,1,beach,visiblesun,noclouds,9,"1028.5714285714284,500",
,,,,,,,gr,gr,gr,m,22,,2021-09-01_14h15.42.756,online_experiment,2021.1.4,Win32,59.95203837,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0,1920,955,1920,1080,,,,,,,,9,3.214,0.393518519,-0.427777778,1,0,0,next_trial_button,0,57,57,41,1,beach,invisiblesun,yesclouds,5,"1248.4394506866417,500",
,,,,,,,gr,gr,gr,m,22,,2021-09-01_14h15.42.756,online_experiment,2021.1.4,Win32,59.95203837,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0,1920,955,1920,1080,,,,,,,,7,5.708,0.367592593,-0.414814815,1,0,0,next_trial_button,0,58,58,11,1,beach,visiblesun,yesclouds,1,"989.8132427843803,500",
,,,,,,,gr,gr,gr,m,22,,2021-09-01_14h15.42.756,online_experiment,2021.1.4,Win32,59.95203837,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0,1920,955,1920,1080,,,,,,,,10,1.758,0.337962963,-0.415740741,1,0,0,next_trial_button,0,59,59,38,1,landscape,visiblesun,noclouds,4,"733.3333333333333,500",
,,,,,,,gr,gr,gr,m,22,,2021-09-01_14h15.42.756,online_experiment,2021.1.4,Win32,59.95203837,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0,1920,955,1920,1080,,,,,,,,6,2.821,0.502777778,-0.415740741,1,0,0,next_trial_button,0,60,60,0,1,beach,invisiblesun,noclouds,0,"750,500",
,,,,,,,gr,gr,gr,m,22,,2021-09-01_14h15.42.756,online_experiment,2021.1.4,Win32,59.95203837,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0,1920,955,1920,1080,,,,,,,,2,4.168,0.449074074,-0.425,1,0,0,next_trial_button,0,61,61,32,1,beach,invisiblesun,noclouds,4,"750,500",
