language_mouse.x,language_mouse.y,language_mouse.leftButton,language_mouse.midButton,language_mouse.rightButton,language_mouse.time,language_mouse.clicked_name,nationality,mother_tongue,homeland,gender,age,email,date,expName,psychopyVersion,OS,frameRate,cancel_experiment,cancel_reasons,client_agent_information,windowWidth,windowHeight,xRes,yRes,start_exp_mouse.x,start_exp_mouse.y,start_exp_mouse.leftButton,start_exp_mouse.midButton,start_exp_mouse.rightButton,start_exp_mouse.time,start_exp_mouse.clicked_name,rating_slider.response,rating_slider.rt,next_trial_mouse.x,next_trial_mouse.y,next_trial_mouse.leftButton,next_trial_mouse.midButton,next_trial_mouse.rightButton,next_trial_mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,environment,sunVisibility,cloudVisibility,imageId,imgSize,globalClockTime
-0.325504296,-0.258952114,1,0,0,2.4208,de_flag,de,de,de,m,22,,2021-08-05_16h49.15.886,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1680,830,1680,1050,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,de,de,de,m,22,,2021-08-05_16h49.15.886,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1680,830,1680,1050,0.029808117,-0.407046945,1,0,0,4.4839,cont_gr,6,13.5223,0.312054269,-0.424423421,1,0,0,next_trial_button,0,0,0,3,1,beach,visiblesun,yesclouds,0,"1152.5122276567363,500",
,,,,,,,de,de,de,m,22,,2021-08-05_16h49.15.886,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1680,830,1680,1050,,,,,,,,3,14.447,0.319351981,-0.40690918,1,0,0,next_trial_button,0,1,1,78,1,landscape,visiblesun,noclouds,9,"666.6666666666666,500",
,,,,,,,de,de,de,m,22,,2021-08-05_16h49.15.886,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1680,830,1680,1050,,,,,,,,8,2.6763,0.300856817,-0.422520229,1,0,0,next_trial_button,0,2,2,19,1,beach,visiblesun,yesclouds,2,"770.1393095093882,500",
,,,,,,,de,de,de,m,22,,2021-08-05_16h49.15.886,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1680,830,1680,1050,,,,,,,,9,3.3811,0.309521833,-0.429119408,1,0,0,next_trial_button,0,3,3,63,1,landscape,visiblesun,yesclouds,7,"331.94444444444446,500",
,,,,,,,de,de,de,m,22,,2021-08-05_16h49.15.886,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1680,830,1680,1050,,,,,,,,6,4.9617,0.382813198,-0.414253162,1,0,0,next_trial_button,0,4,4,71,1,landscape,visiblesun,yesclouds,8,"666.6666666666666,500",
,,,,,,,de,de,de,m,22,,2021-08-05_16h49.15.886,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1680,830,1680,1050,,,,,,,,3,4.6082,0.338187663,-0.386182687,1,0,0,next_trial_button,0,5,5,24,1,beach,invisiblesun,noclouds,3,"750.089190153407,500",
,,,,,,,de,de,de,m,22,,2021-08-05_16h49.15.886,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1680,830,1680,1050,,,,,,,,2,4.9266,0.363202776,-0.409679478,1,0,0,next_trial_button,0,6,6,42,1,beach,visiblesun,noclouds,5,"834.4594594594595,500",
,,,,,,,de,de,de,m,22,,2021-08-05_16h49.15.886,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1680,830,1680,1050,,,,,,,,3,5.9663,0.372857608,-0.415786482,1,0,0,next_trial_button,0,7,7,59,1,beach,visiblesun,yesclouds,7,"888.9689978370584,500",
,,,,,,,de,de,de,m,22,,2021-08-05_16h49.15.886,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1680,830,1680,1050,,,,,,,,2,4.4949,0.338318801,-0.42919608,1,0,0,next_trial_button,0,8,8,79,1,landscape,visiblesun,yesclouds,9,"1028.5714285714284,500",
,,,,,,,de,de,de,m,22,,2021-08-05_16h49.15.886,online_experiment,2021.1.4,MacIntel,60.0024001,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36",1680,830,1680,1050,,,,,,,,9,7.9647,0.346464844,-0.402149774,1,0,0,next_trial_button,0,9,9,61,1,landscape,invisiblesun,yesclouds,7,"500,500",
