language_mouse.x,language_mouse.y,language_mouse.leftButton,language_mouse.midButton,language_mouse.rightButton,language_mouse.time,language_mouse.clicked_name,nationality,mother_tongue,homeland,gender,age,email,date,expName,psychopyVersion,OS,frameRate,cancel_experiment,cancel_reasons,client_agent_information,windowWidth,windowHeight,xRes,yRes,start_exp_mouse.x,start_exp_mouse.y,start_exp_mouse.leftButton,start_exp_mouse.midButton,start_exp_mouse.rightButton,start_exp_mouse.time,start_exp_mouse.clicked_name,rating_slider.response,rating_slider.rt,next_trial_mouse.x,next_trial_mouse.y,next_trial_mouse.leftButton,next_trial_mouse.midButton,next_trial_mouse.rightButton,next_trial_mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,environment,sunVisibility,cloudVisibility,imageId,imgSize,globalClockTime
0.384114583,-0.21484375,1,0,0,8.033700001,gr_flag,gr,gr,gr,m,51,,2021-09-01_01h53.24.503,online_experiment,2021.1.4,Win32,60.0348202,FALSE,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1366,657,1366,768,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,gr,gr,gr,m,51,,2021-09-01_01h53.24.503,online_experiment,2021.1.4,Win32,60.0348202,FALSE,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1366,657,1366,768,0.0234375,-0.37890625,1,0,0,1.1996,cont_gr,4,19.0778,0.373697917,-0.388020833,1,0,0,next_trial_button,0,0,0,78,1,landscape,visiblesun,noclouds,9,"666.6666666666666,500",
,,,,,,,gr,gr,gr,m,51,,2021-09-01_01h53.24.503,online_experiment,2021.1.4,Win32,60.0348202,FALSE,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1366,657,1366,768,,,,,,,,4,3.7765,0.38671875,-0.399739583,1,0,0,next_trial_button,0,1,1,70,1,landscape,visiblesun,noclouds,8,"666.6666666666666,500",
,,,,,,,gr,gr,gr,m,51,,2021-09-01_01h53.24.503,online_experiment,2021.1.4,Win32,60.0348202,FALSE,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1366,657,1366,768,,,,,,,,5,3.300900002,0.358072917,-0.403645833,1,0,0,next_trial_button,0,2,2,34,1,beach,visiblesun,noclouds,4,"749.6251874062968,500",
,,,,,,,gr,gr,gr,m,51,,2021-09-01_01h53.24.503,online_experiment,2021.1.4,Win32,60.0348202,FALSE,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1366,657,1366,768,,,,,,,,3,5.017,0.393229167,-0.399739583,1,0,0,next_trial_button,0,3,3,23,1,landscape,visiblesun,yesclouds,2,"767.97829036635,500",
,,,,,,,gr,gr,gr,m,51,,2021-09-01_01h53.24.503,online_experiment,2021.1.4,Win32,60.0348202,FALSE,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1366,657,1366,768,,,,,,,,5,6.1015,0.37109375,-0.40625,1,0,0,next_trial_button,0,4,4,35,1,beach,visiblesun,yesclouds,4,"750,500",
,,,,,,,gr,gr,gr,m,51,,2021-09-01_01h53.24.503,online_experiment,2021.1.4,Win32,60.0348202,FALSE,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1366,657,1366,768,,,,,,,,5,6.687799999,0.350260417,-0.397135417,1,0,0,next_trial_button,0,5,5,65,1,beach,invisiblesun,yesclouds,8,"750,500",
,,,,,,,gr,gr,gr,m,51,,2021-09-01_01h53.24.503,online_experiment,2021.1.4,Win32,60.0348202,FALSE,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1366,657,1366,768,,,,,,,,3,3.084,0.40234375,-0.420572917,1,0,0,next_trial_button,0,6,6,30,1,landscape,visiblesun,noclouds,3,"346.3035019455253,500",
,,,,,,,gr,gr,gr,m,51,,2021-09-01_01h53.24.503,online_experiment,2021.1.4,Win32,60.0348202,FALSE,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1366,657,1366,768,,,,,,,,5,6.7445,0.364583333,-0.407552083,1,0,0,next_trial_button,0,7,7,48,1,beach,invisiblesun,noclouds,6,"1028.5714285714284,500",
,,,,,,,gr,gr,gr,m,51,,2021-09-01_01h53.24.503,online_experiment,2021.1.4,Win32,60.0348202,FALSE,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1366,657,1366,768,,,,,,,,4,3.4035,0.375,-0.404947917,1,0,0,next_trial_button,0,8,8,37,1,landscape,invisiblesun,yesclouds,4,"669.4214876033058,500",
