language_mouse.x,language_mouse.y,language_mouse.leftButton,language_mouse.midButton,language_mouse.rightButton,language_mouse.time,language_mouse.clicked_name,nationality,mother_tongue,homeland,gender,age,email,date,expName,psychopyVersion,OS,frameRate,cancel_experiment,cancel_reasons,client_agent_information,windowWidth,windowHeight,xRes,yRes,start_exp_mouse.x,start_exp_mouse.y,start_exp_mouse.leftButton,start_exp_mouse.midButton,start_exp_mouse.rightButton,start_exp_mouse.time,start_exp_mouse.clicked_name,rating_slider.response,rating_slider.rt,next_trial_mouse.x,next_trial_mouse.y,next_trial_mouse.leftButton,next_trial_mouse.midButton,next_trial_mouse.rightButton,next_trial_mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,environment,sunVisibility,cloudVisibility,imageId,imgSize,globalClockTime
-0.353051215,-0.197708333,1,0,0,5.3995,de_flag,de,de,de,f,25,,2021-08-07_18h45.41.256,online_experiment,2021.1.4,MacIntel,59.99880002,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36",1440,740,1440,900,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,de,de,de,f,25,,2021-08-07_18h45.41.256,online_experiment,2021.1.4,MacIntel,59.99880002,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36",1440,740,1440,900,0.074696181,-0.374800347,1,0,0,41.1445,start_button,4,26.5046,0.395069444,-0.424331597,1,0,0,next_trial_button,0,0,0,32,1,beach,invisiblesun,noclouds,4,"750,500",
,,,,,,,de,de,de,f,25,,2021-08-07_18h45.41.256,online_experiment,2021.1.4,MacIntel,59.99880002,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36",1440,740,1440,900,,,,,,,,8,7.7255,0.378706597,-0.390494792,1,0,0,next_trial_button,0,1,1,23,1,landscape,visiblesun,yesclouds,2,"767.97829036635,500",
,,,,,,,de,de,de,f,25,,2021-08-07_18h45.41.256,online_experiment,2021.1.4,MacIntel,59.99880002,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36",1440,740,1440,900,,,,,,,,6,3.0473,0.438515625,-0.413472222,1,0,0,next_trial_button,0,2,2,31,1,landscape,visiblesun,yesclouds,3,"638.0622837370242,500",
,,,,,,,de,de,de,f,25,,2021-08-07_18h45.41.256,online_experiment,2021.1.4,MacIntel,59.99880002,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36",1440,740,1440,900,,,,,,,,5,2.6944,0.389752604,-0.400924479,1,0,0,next_trial_button,0,3,3,66,1,beach,visiblesun,noclouds,8,"1028.5714285714284,500",
,,,,,,,de,de,de,f,25,,2021-08-07_18h45.41.256,online_experiment,2021.1.4,MacIntel,59.99880002,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36",1440,740,1440,900,,,,,,,,8,2.6784,0.376844618,-0.415069444,1,0,0,next_trial_button,0,4,4,37,1,landscape,invisiblesun,yesclouds,4,"669.4214876033058,500",
,,,,,,,de,de,de,f,25,,2021-08-07_18h45.41.256,online_experiment,2021.1.4,MacIntel,59.99880002,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36",1440,740,1440,900,,,,,,,,8,2.5413,0.392048611,-0.430243056,1,0,0,next_trial_button,0,5,5,38,1,landscape,visiblesun,noclouds,4,"733.3333333333333,500",
,,,,,,,de,de,de,f,25,,2021-08-07_18h45.41.256,online_experiment,2021.1.4,MacIntel,59.99880002,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36",1440,740,1440,900,,,,,,,,7,3.1746,0.494201389,-0.410746528,1,0,0,next_trial_button,0,6,6,39,1,landscape,visiblesun,yesclouds,4,"749.7656982193065,500",
,,,,,,,de,de,de,f,25,,2021-08-07_18h45.41.256,online_experiment,2021.1.4,MacIntel,59.99880002,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36",1440,740,1440,900,,,,,,,,2,2.4761,0.424444444,-0.415082465,1,0,0,next_trial_button,0,7,7,60,1,landscape,invisiblesun,noclouds,7,"666.7268134247564,500",
,,,,,,,de,de,de,f,25,,2021-08-07_18h45.41.256,online_experiment,2021.1.4,MacIntel,59.99880002,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36",1440,740,1440,900,,,,,,,,7,2.7111,0.389392361,-0.420993924,1,0,0,next_trial_button,0,8,8,2,1,beach,visiblesun,noclouds,0,"375,500",
,,,,,,,de,de,de,f,25,,2021-08-07_18h45.41.256,online_experiment,2021.1.4,MacIntel,59.99880002,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36",1440,740,1440,900,,,,,,,,9,2.2054,0.426145833,-0.391844618,1,0,0,next_trial_button,0,9,9,36,1,landscape,invisiblesun,noclouds,4,"281.25,500",
,,,,,,,de,de,de,f,25,,2021-08-07_18h45.41.256,online_experiment,2021.1.4,MacIntel,59.99880002,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36",1440,740,1440,900,,,,,,,,10,2.0434,0.416215278,-0.408250868,1,0,0,next_trial_button,0,10,10,1,1,beach,invisiblesun,yesclouds,0,"666.6666666666666,500",
,,,,,,,de,de,de,f,25,,2021-08-07_18h45.41.256,online_experiment,2021.1.4,MacIntel,59.99880002,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36",1440,740,1440,900,,,,,,,,8,2.1104,0.367760417,-0.407278646,1,0,0,next_trial_button,0,11,11,46,1,landscape,visiblesun,noclouds,5,"750,500",
,,,,,,,de,de,de,f,25,,2021-08-07_18h45.41.256,online_experiment,2021.1.4,MacIntel,59.99880002,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36",1440,740,1440,900,,,,,,,,8,2.7613,0.383710938,-0.392170139,1,0,0,next_trial_button,0,12,12,49,1,beach,invisiblesun,yesclouds,6,"858.4474885844749,500",
,,,,,,,de,de,de,f,25,,2021-08-07_18h45.41.256,online_experiment,2021.1.4,MacIntel,59.99880002,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36",1440,740,1440,900,,,,,,,,5,2.7081,0.395247396,-0.395811632,1,0,0,next_trial_button,0,13,13,30,1,landscape,visiblesun,noclouds,3,"346.3035019455253,500",
,,,,,,,de,de,de,f,25,,2021-08-07_18h45.41.256,online_experiment,2021.1.4,MacIntel,59.99880002,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36",1440,740,1440,900,,,,,,,,8,2.463,0.390234375,-0.426888021,1,0,0,next_trial_button,0,14,14,75,1,beach,visiblesun,yesclouds,9,"1029.6010296010297,500",
,,,,,,,de,de,de,f,25,,2021-08-07_18h45.41.256,online_experiment,2021.1.4,MacIntel,59.99880002,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36",1440,740,1440,900,,,,,,,,8,1.9117,0.373107639,-0.424105903,1,0,0,next_trial_button,0,15,15,65,1,beach,invisiblesun,yesclouds,8,"750,500",
,,,,,,,de,de,de,f,25,,2021-08-07_18h45.41.256,online_experiment,2021.1.4,MacIntel,59.99880002,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36",1440,740,1440,900,,,,,,,,4,2.2777,0.378016493,-0.426579861,1,0,0,next_trial_button,0,16,16,10,1,beach,visiblesun,noclouds,1,"747.0261697065821,500",
,,,,,,,de,de,de,f,25,,2021-08-07_18h45.41.256,online_experiment,2021.1.4,MacIntel,59.99880002,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36",1440,740,1440,900,,,,,,,,7,2.9399,0.439114583,-0.414483507,1,0,0,next_trial_button,0,17,17,12,1,landscape,invisiblesun,noclouds,1,"666.6666666666666,500",
,,,,,,,de,de,de,f,25,,2021-08-07_18h45.41.256,online_experiment,2021.1.4,MacIntel,59.99880002,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36",1440,740,1440,900,,,,,,,,8,1.9204,0.442990451,-0.392899306,1,0,0,next_trial_button,0,18,18,18,1,beach,visiblesun,noclouds,2,"666.6666666666666,500",
,,,,,,,de,de,de,f,25,,2021-08-07_18h45.41.256,online_experiment,2021.1.4,MacIntel,59.99880002,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36",1440,740,1440,900,,,,,,,,8,2.0315,0.391462674,-0.41593316,1,0,0,next_trial_button,0,19,19,11,1,beach,visiblesun,yesclouds,1,"989.8132427843803,500",
,,,,,,,de,de,de,f,25,,2021-08-07_18h45.41.256,online_experiment,2021.1.4,MacIntel,59.99880002,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36",1440,740,1440,900,,,,,,,,5,2.6296,0.405099826,-0.396241319,1,0,0,next_trial_button,0,20,20,54,1,landscape,visiblesun,noclouds,6,"695.0043821209465,500",
,,,,,,,de,de,de,f,25,,2021-08-07_18h45.41.256,online_experiment,2021.1.4,MacIntel,59.99880002,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36",1440,740,1440,900,,,,,,,,5,2.4934,0.334748264,-0.420295139,1,0,0,next_trial_button,0,21,21,22,1,landscape,visiblesun,noclouds,2,"749.3333333333333,500",
,,,,,,,de,de,de,f,25,,2021-08-07_18h45.41.256,online_experiment,2021.1.4,MacIntel,59.99880002,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36",1440,740,1440,900,,,,,,,,6,2.0923,0.447092014,-0.40765191,1,0,0,next_trial_button,0,22,22,0,1,beach,invisiblesun,noclouds,0,"750,500",
,,,,,,,de,de,de,f,25,,2021-08-07_18h45.41.256,online_experiment,2021.1.4,MacIntel,59.99880002,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36",1440,740,1440,900,,,,,,,,8,2.0616,0.338337674,-0.408971354,1,0,0,next_trial_button,0,23,23,27,1,beach,visiblesun,yesclouds,3,"752.8089887640449,500",
,,,,,,,de,de,de,f,25,,2021-08-07_18h45.41.256,online_experiment,2021.1.4,MacIntel,59.99880002,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36",1440,740,1440,900,,,,,,,,7,2.3153,0.377695312,-0.413454861,1,0,0,next_trial_button,0,24,24,3,1,beach,visiblesun,yesclouds,0,"1152.5122276567363,500",
,,,,,,,de,de,de,f,25,,2021-08-07_18h45.41.256,online_experiment,2021.1.4,MacIntel,59.99880002,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36",1440,740,1440,900,,,,,,,,6,2.7643,0.383138021,-0.410069444,1,0,0,next_trial_button,0,25,25,61,1,landscape,invisiblesun,yesclouds,7,"500,500",
,,,,,,,de,de,de,f,25,,2021-08-07_18h45.41.256,online_experiment,2021.1.4,MacIntel,59.99880002,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36",1440,740,1440,900,,,,,,,,3,3.2142,0.412217882,-0.425525174,1,0,0,next_trial_button,0,26,26,28,1,landscape,invisiblesun,noclouds,3,"888.8888888888888,500",
,,,,,,,de,de,de,f,25,,2021-08-07_18h45.41.256,online_experiment,2021.1.4,MacIntel,59.99880002,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36",1440,740,1440,900,,,,,,,,6,3.8258,0.398363715,-0.431749132,1,0,0,next_trial_button,0,27,27,13,1,landscape,invisiblesun,yesclouds,1,"783.1192660550458,500",
,,,,,,,de,de,de,f,25,,2021-08-07_18h45.41.256,online_experiment,2021.1.4,MacIntel,59.99880002,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36",1440,740,1440,900,,,,,,,,6,2.9067,0.412777778,-0.409592014,1,0,0,next_trial_button,0,28,28,5,1,landscape,invisiblesun,yesclouds,0,"750.4690431519699,500",
,,,,,,,de,de,de,f,25,,2021-08-07_18h45.41.256,online_experiment,2021.1.4,MacIntel,59.99880002,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36",1440,740,1440,900,,,,,,,,8,1.9593,0.410820313,-0.377638889,1,0,0,next_trial_button,0,29,29,51,1,beach,visiblesun,yesclouds,6,"657.1279916753382,500",
,,,,,,,de,de,de,f,25,,2021-08-07_18h45.41.256,online_experiment,2021.1.4,MacIntel,59.99880002,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36",1440,740,1440,900,,,,,,,,7,3.9608,0.354674479,-0.417695313,1,0,0,next_trial_button,0,30,30,64,1,beach,invisiblesun,noclouds,8,"1028.5714285714284,500",
,,,,,,,de,de,de,f,25,,2021-08-07_18h45.41.256,online_experiment,2021.1.4,MacIntel,59.99880002,FALSE,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36",1440,740,1440,900,,,,,,,,7,2.0773,0.42203125,-0.428320313,1,0,0,next_trial_button,0,31,31,48,1,beach,invisiblesun,noclouds,6,"1028.5714285714284,500",
