language_mouse.x,language_mouse.y,language_mouse.leftButton,language_mouse.midButton,language_mouse.rightButton,language_mouse.time,language_mouse.clicked_name,nationality,mother_tongue,homeland,gender,age,email,date,expName,psychopyVersion,OS,frameRate,cancel_experiment,cancel_reasons,client_agent_information,windowWidth,windowHeight,xRes,yRes,start_exp_mouse.x,start_exp_mouse.y,start_exp_mouse.leftButton,start_exp_mouse.midButton,start_exp_mouse.rightButton,start_exp_mouse.time,start_exp_mouse.clicked_name,rating_slider.response,rating_slider.rt,next_trial_mouse.x,next_trial_mouse.y,next_trial_mouse.leftButton,next_trial_mouse.midButton,next_trial_mouse.rightButton,next_trial_mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,environment,sunVisibility,cloudVisibility,imageId,imgSize,globalClockTime
,,,,,,,de,de,de,m,26,,2021-08-08_15h38.40.521,online_experiment,2021.1.4,Win32,60.0240096,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:90.0) Gecko/20100101 Firefox/90.0,1366,643,1366,768,,,,,,,,8,1.545,0.365885417,-0.428385417,1,0,0,next_trial_button,0,16,16,45,1,landscape,invisiblesun,yesclouds,5,"749.6251874062968,500",
,,,,,,,de,de,de,m,26,,2021-08-08_15h38.40.521,online_experiment,2021.1.4,Win32,60.0240096,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:90.0) Gecko/20100101 Firefox/90.0,1366,643,1366,768,,,,,,,,5,1.65,0.434895833,-0.41796875,1,0,0,next_trial_button,0,17,17,8,1,beach,invisiblesun,noclouds,1,"1215.1898734177216,500",
,,,,,,,de,de,de,m,26,,2021-08-08_15h38.40.521,online_experiment,2021.1.4,Win32,60.0240096,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:90.0) Gecko/20100101 Firefox/90.0,1366,643,1366,768,,,,,,,,8,1.655,0.403645833,-0.397135417,1,0,0,next_trial_button,0,18,18,1,1,beach,invisiblesun,yesclouds,0,"666.6666666666666,500",
,,,,,,,de,de,de,m,26,,2021-08-08_15h38.40.521,online_experiment,2021.1.4,Win32,60.0240096,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:90.0) Gecko/20100101 Firefox/90.0,1366,643,1366,768,,,,,,,,7,1.462,0.37109375,-0.390625,1,0,0,next_trial_button,0,19,19,18,1,beach,visiblesun,noclouds,2,"666.6666666666666,500",
,,,,,,,de,de,de,m,26,,2021-08-08_15h38.40.521,online_experiment,2021.1.4,Win32,60.0240096,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:90.0) Gecko/20100101 Firefox/90.0,1366,643,1366,768,,,,,,,,6,1.659,0.514322917,-0.423177083,1,0,0,next_trial_button,0,20,20,6,1,landscape,visiblesun,noclouds,0,"1413.8005159071367,500",
,,,,,,,de,de,de,m,26,,2021-08-08_15h38.40.521,online_experiment,2021.1.4,Win32,60.0240096,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:90.0) Gecko/20100101 Firefox/90.0,1366,643,1366,768,,,,,,,,5,2.114,0.434895833,-0.403645833,1,0,0,next_trial_button,0,21,21,71,1,landscape,visiblesun,yesclouds,8,"666.6666666666666,500",
,,,,,,,de,de,de,m,26,,2021-08-08_15h38.40.521,online_experiment,2021.1.4,Win32,60.0240096,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:90.0) Gecko/20100101 Firefox/90.0,1366,643,1366,768,,,,,,,,9,1.544,0.458333333,-0.390625,1,0,0,next_trial_button,0,22,22,31,1,landscape,visiblesun,yesclouds,3,"638.0622837370242,500",
,,,,,,,de,de,de,m,26,,2021-08-08_15h38.40.521,online_experiment,2021.1.4,Win32,60.0240096,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:90.0) Gecko/20100101 Firefox/90.0,1366,643,1366,768,,,,,,,,9,2.516,0.52734375,-0.427083333,1,0,0,next_trial_button,0,23,23,66,1,beach,visiblesun,noclouds,8,"1028.5714285714284,500",
,,,,,,,de,de,de,m,26,,2021-08-08_15h38.40.521,online_experiment,2021.1.4,Win32,60.0240096,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:90.0) Gecko/20100101 Firefox/90.0,1366,643,1366,768,,,,,,,,7,1.564,0.3671875,-0.404947917,1,0,0,next_trial_button,0,24,24,9,1,beach,invisiblesun,yesclouds,1,"750,500",
,,,,,,,de,de,de,m,26,,2021-08-08_15h38.40.521,online_experiment,2021.1.4,Win32,60.0240096,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:90.0) Gecko/20100101 Firefox/90.0,1366,643,1366,768,,,,,,,,8,3.696,0.401041667,-0.408854167,1,0,0,next_trial_button,0,25,25,2,1,beach,visiblesun,noclouds,0,"375,500",
,,,,,,,de,de,de,m,26,,2021-08-08_15h38.40.521,online_experiment,2021.1.4,Win32,60.0240096,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:90.0) Gecko/20100101 Firefox/90.0,1366,643,1366,768,,,,,,,,6,1.939,0.3046875,-0.399739583,1,0,0,next_trial_button,0,26,26,22,1,landscape,visiblesun,noclouds,2,"749.3333333333333,500",
,,,,,,,de,de,de,m,26,,2021-08-08_15h38.40.521,online_experiment,2021.1.4,Win32,60.0240096,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:90.0) Gecko/20100101 Firefox/90.0,1366,643,1366,768,,,,,,,,9,1.701,0.380208333,-0.412760417,1,0,0,next_trial_button,0,27,27,74,1,beach,visiblesun,noclouds,9,"1028.5714285714284,500",
,,,,,,,de,de,de,m,26,,2021-08-08_15h38.40.521,online_experiment,2021.1.4,Win32,60.0240096,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:90.0) Gecko/20100101 Firefox/90.0,1366,643,1366,768,,,,,,,,7,1.468,0.421875,-0.40234375,1,0,0,next_trial_button,0,28,28,61,1,landscape,invisiblesun,yesclouds,7,"500,500",
,,,,,,,de,de,de,m,26,,2021-08-08_15h38.40.521,online_experiment,2021.1.4,Win32,60.0240096,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:90.0) Gecko/20100101 Firefox/90.0,1366,643,1366,768,,,,,,,,8,1.434,0.38671875,-0.397135417,1,0,0,next_trial_button,0,29,29,24,1,beach,invisiblesun,noclouds,3,"750.089190153407,500",
,,,,,,,de,de,de,m,26,,2021-08-08_15h38.40.521,online_experiment,2021.1.4,Win32,60.0240096,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:90.0) Gecko/20100101 Firefox/90.0,1366,643,1366,768,,,,,,,,8,1.595,0.438802083,-0.381510417,1,0,0,next_trial_button,0,30,30,43,1,beach,visiblesun,yesclouds,5,"750,500",
,,,,,,,de,de,de,m,26,,2021-08-08_15h38.40.521,online_experiment,2021.1.4,Win32,60.0240096,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:90.0) Gecko/20100101 Firefox/90.0,1366,643,1366,768,,,,,,,,8,1.577,0.377604167,-0.434895833,1,0,0,next_trial_button,0,31,31,68,1,landscape,invisiblesun,noclouds,8,"666.6666666666666,500",
,,,,,,,de,de,de,m,26,,2021-08-08_15h38.40.521,online_experiment,2021.1.4,Win32,60.0240096,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:90.0) Gecko/20100101 Firefox/90.0,1366,643,1366,768,,,,,,,,7,1.73,0.342447917,-0.424479167,1,0,0,next_trial_button,0,32,32,11,1,beach,visiblesun,yesclouds,1,"989.8132427843803,500",
,,,,,,,de,de,de,m,26,,2021-08-08_15h38.40.521,online_experiment,2021.1.4,Win32,60.0240096,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:90.0) Gecko/20100101 Firefox/90.0,1366,643,1366,768,,,,,,,,8,1.734,0.3828125,-0.40234375,1,0,0,next_trial_button,0,33,33,12,1,landscape,invisiblesun,noclouds,1,"666.6666666666666,500",
,,,,,,,de,de,de,m,26,,2021-08-08_15h38.40.521,online_experiment,2021.1.4,Win32,60.0240096,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:90.0) Gecko/20100101 Firefox/90.0,1366,643,1366,768,,,,,,,,7,1.656,0.5234375,-0.41015625,1,0,0,next_trial_button,0,34,34,60,1,landscape,invisiblesun,noclouds,7,"666.7268134247564,500",
,,,,,,,de,de,de,m,26,,2021-08-08_15h38.40.521,online_experiment,2021.1.4,Win32,60.0240096,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:90.0) Gecko/20100101 Firefox/90.0,1366,643,1366,768,,,,,,,,8,2.618,0.408854167,-0.432291667,1,0,0,next_trial_button,0,35,35,10,1,beach,visiblesun,noclouds,1,"747.0261697065821,500",
,,,,,,,de,de,de,m,26,,2021-08-08_15h38.40.521,online_experiment,2021.1.4,Win32,60.0240096,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:90.0) Gecko/20100101 Firefox/90.0,1366,643,1366,768,,,,,,,,7,2.026,0.427083333,-0.427083333,1,0,0,next_trial_button,0,36,36,78,1,landscape,visiblesun,noclouds,9,"666.6666666666666,500",
,,,,,,,de,de,de,m,26,,2021-08-08_15h38.40.521,online_experiment,2021.1.4,Win32,60.0240096,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:90.0) Gecko/20100101 Firefox/90.0,1366,643,1366,768,,,,,,,,7,2.329,0.375,-0.415364583,1,0,0,next_trial_button,0,37,37,28,1,landscape,invisiblesun,noclouds,3,"888.8888888888888,500",
,,,,,,,de,de,de,m,26,,2021-08-08_15h38.40.521,online_experiment,2021.1.4,Win32,60.0240096,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:90.0) Gecko/20100101 Firefox/90.0,1366,643,1366,768,,,,,,,,6,8.006,0.356770833,-0.399739583,1,0,0,next_trial_button,0,38,38,7,1,landscape,visiblesun,yesclouds,0,"743.421052631579,500",
,,,,,,,de,de,de,m,26,,2021-08-08_15h38.40.521,online_experiment,2021.1.4,Win32,60.0240096,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:90.0) Gecko/20100101 Firefox/90.0,1366,643,1366,768,,,,,,,,10,1.78,0.44140625,-0.4453125,1,0,0,next_trial_button,0,39,39,72,1,beach,invisiblesun,noclouds,9,"888.8888888888888,500",
,,,,,,,de,de,de,m,26,,2021-08-08_15h38.40.521,online_experiment,2021.1.4,Win32,60.0240096,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:90.0) Gecko/20100101 Firefox/90.0,1366,643,1366,768,,,,,,,,9,2.061,0.41796875,-0.412760417,1,0,0,next_trial_button,0,40,40,62,1,landscape,visiblesun,noclouds,7,"417.42389822807814,500",
,,,,,,,de,de,de,m,26,,2021-08-08_15h38.40.521,online_experiment,2021.1.4,Win32,60.0240096,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:90.0) Gecko/20100101 Firefox/90.0,1366,643,1366,768,,,,,,,,6,1.854,0.450520833,-0.440104167,1,0,0,next_trial_button,0,41,41,52,1,landscape,invisiblesun,noclouds,6,"666.6666666666666,500",
,,,,,,,de,de,de,m,26,,2021-08-08_15h38.40.521,online_experiment,2021.1.4,Win32,60.0240096,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:90.0) Gecko/20100101 Firefox/90.0,1366,643,1366,768,,,,,,,,9,1.576,0.42578125,-0.412760417,1,0,0,next_trial_button,0,42,42,63,1,landscape,visiblesun,yesclouds,7,"331.94444444444446,500",
,,,,,,,de,de,de,m,26,,2021-08-08_15h38.40.521,online_experiment,2021.1.4,Win32,60.0240096,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:90.0) Gecko/20100101 Firefox/90.0,1366,643,1366,768,,,,,,,,10,1.551,0.477864583,-0.388020833,1,0,0,next_trial_button,0,43,43,55,1,landscape,visiblesun,yesclouds,6,"749.8819083608881,500",
,,,,,,,de,de,de,m,26,,2021-08-08_15h38.40.521,online_experiment,2021.1.4,Win32,60.0240096,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:90.0) Gecko/20100101 Firefox/90.0,1366,643,1366,768,,,,,,,,7,1.465,0.427083333,-0.40625,1,0,0,next_trial_button,0,44,44,34,1,beach,visiblesun,noclouds,4,"749.6251874062968,500",
,,,,,,,de,de,de,m,26,,2021-08-08_15h38.40.521,online_experiment,2021.1.4,Win32,60.0240096,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:90.0) Gecko/20100101 Firefox/90.0,1366,643,1366,768,,,,,,,,10,2.026,0.509114583,-0.404947917,1,0,0,next_trial_button,0,45,45,76,1,landscape,invisiblesun,noclouds,9,"1056.6037735849056,500",
,,,,,,,de,de,de,m,26,,2021-08-08_15h38.40.521,online_experiment,2021.1.4,Win32,60.0240096,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:90.0) Gecko/20100101 Firefox/90.0,1366,643,1366,768,,,,,,,,8,1.6,0.4296875,-0.423177083,1,0,0,next_trial_button,0,46,46,51,1,beach,visiblesun,yesclouds,6,"657.1279916753382,500",
,,,,,,,de,de,de,m,26,,2021-08-08_15h38.40.521,online_experiment,2021.1.4,Win32,60.0240096,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:90.0) Gecko/20100101 Firefox/90.0,1366,643,1366,768,,,,,,,,7,1.768,0.46875,-0.430989583,1,0,0,next_trial_button,0,47,47,59,1,beach,visiblesun,yesclouds,7,"888.9689978370584,500",
,,,,,,,de,de,de,m,26,,2021-08-08_15h38.40.521,online_experiment,2021.1.4,Win32,60.0240096,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:90.0) Gecko/20100101 Firefox/90.0,1366,643,1366,768,,,,,,,,10,2.194,0.403645833,-0.415364583,1,0,0,next_trial_button,0,48,48,16,1,beach,invisiblesun,noclouds,2,"752.8089887640449,500",
,,,,,,,de,de,de,m,26,,2021-08-08_15h38.40.521,online_experiment,2021.1.4,Win32,60.0240096,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:90.0) Gecko/20100101 Firefox/90.0,1366,643,1366,768,,,,,,,,7,1.637,0.3828125,-0.401041667,1,0,0,next_trial_button,0,49,49,39,1,landscape,visiblesun,yesclouds,4,"749.7656982193065,500",
,,,,,,,de,de,de,m,26,,2021-08-08_15h38.40.521,online_experiment,2021.1.4,Win32,60.0240096,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:90.0) Gecko/20100101 Firefox/90.0,1366,643,1366,768,,,,,,,,9,1.699,0.520833333,-0.4140625,1,0,0,next_trial_button,0,50,50,49,1,beach,invisiblesun,yesclouds,6,"858.4474885844749,500",
,,,,,,,de,de,de,m,26,,2021-08-08_15h38.40.521,online_experiment,2021.1.4,Win32,60.0240096,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:90.0) Gecko/20100101 Firefox/90.0,1366,643,1366,768,,,,,,,,5,2.104,0.303385417,-0.408854167,1,0,0,next_trial_button,0,51,51,19,1,beach,visiblesun,yesclouds,2,"770.1393095093882,500",
,,,,,,,de,de,de,m,26,,2021-08-08_15h38.40.521,online_experiment,2021.1.4,Win32,60.0240096,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:90.0) Gecko/20100101 Firefox/90.0,1366,643,1366,768,,,,,,,,9,1.642,0.3515625,-0.401041667,1,0,0,next_trial_button,0,52,52,50,1,beach,visiblesun,noclouds,6,"666.6666666666666,500",
,,,,,,,de,de,de,m,26,,2021-08-08_15h38.40.521,online_experiment,2021.1.4,Win32,60.0240096,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:90.0) Gecko/20100101 Firefox/90.0,1366,643,1366,768,,,,,,,,10,1.585,0.434895833,-0.411458333,1,0,0,next_trial_button,0,53,53,58,1,beach,visiblesun,noclouds,7,"1028.5714285714284,500",
,,,,,,,de,de,de,m,26,,2021-08-08_15h38.40.521,online_experiment,2021.1.4,Win32,60.0240096,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:90.0) Gecko/20100101 Firefox/90.0,1366,643,1366,768,,,,,,,,10,2.41,0.4140625,-0.416666667,1,0,0,next_trial_button,0,54,54,4,1,landscape,invisiblesun,noclouds,0,"1276.9171185127807,500",
,,,,,,,de,de,de,m,26,,2021-08-08_15h38.40.521,online_experiment,2021.1.4,Win32,60.0240096,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:90.0) Gecko/20100101 Firefox/90.0,1366,643,1366,768,,,,,,,,10,2.332,0.399739583,-0.44140625,1,0,0,next_trial_button,0,55,55,47,1,landscape,visiblesun,yesclouds,5,"666.6666666666666,500",
,,,,,,,de,de,de,m,26,,2021-08-08_15h38.40.521,online_experiment,2021.1.4,Win32,60.0240096,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:90.0) Gecko/20100101 Firefox/90.0,1366,643,1366,768,,,,,,,,10,3.523,0.359375,-0.408854167,1,0,0,next_trial_button,0,56,56,57,1,beach,invisiblesun,yesclouds,7,"749.707488299532,500",
,,,,,,,de,de,de,m,26,,2021-08-08_15h38.40.521,online_experiment,2021.1.4,Win32,60.0240096,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:90.0) Gecko/20100101 Firefox/90.0,1366,643,1366,768,,,,,,,,10,1.665,0.48046875,-0.389322917,1,0,0,next_trial_button,0,57,57,23,1,landscape,visiblesun,yesclouds,2,"767.97829036635,500",
,,,,,,,de,de,de,m,26,,2021-08-08_15h38.40.521,online_experiment,2021.1.4,Win32,60.0240096,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:90.0) Gecko/20100101 Firefox/90.0,1366,643,1366,768,,,,,,,,10,4.939,0.455729167,-0.393229167,1,0,0,next_trial_button,0,58,58,37,1,landscape,invisiblesun,yesclouds,4,"669.4214876033058,500",
,,,,,,,de,de,de,m,26,,2021-08-08_15h38.40.521,online_experiment,2021.1.4,Win32,60.0240096,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:90.0) Gecko/20100101 Firefox/90.0,1366,643,1366,768,,,,,,,,2,1.933,0.397135417,-0.404947917,1,0,0,next_trial_button,0,59,59,14,1,landscape,visiblesun,noclouds,1,"745.9919839679359,500",
,,,,,,,de,de,de,m,26,,2021-08-08_15h38.40.521,online_experiment,2021.1.4,Win32,60.0240096,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:90.0) Gecko/20100101 Firefox/90.0,1366,643,1366,768,,,,,,,,6,2.799,0.438802083,-0.393229167,1,0,0,next_trial_button,0,60,60,70,1,landscape,visiblesun,noclouds,8,"666.6666666666666,500",
,,,,,,,de,de,de,m,26,,2021-08-08_15h38.40.521,online_experiment,2021.1.4,Win32,60.0240096,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:90.0) Gecko/20100101 Firefox/90.0,1366,643,1366,768,,,,,,,,9,1.502,0.455729167,-0.434895833,1,0,0,next_trial_button,0,61,61,0,1,beach,invisiblesun,noclouds,0,"750,500",
,,,,,,,de,de,de,m,26,,2021-08-08_15h38.40.521,online_experiment,2021.1.4,Win32,60.0240096,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:90.0) Gecko/20100101 Firefox/90.0,1366,643,1366,768,,,,,,,,10,2.35,0.479166667,-0.4375,1,0,0,next_trial_button,0,62,62,17,1,beach,invisiblesun,yesclouds,2,"684.8635235732011,500",
,,,,,,,de,de,de,m,26,,2021-08-08_15h38.40.521,online_experiment,2021.1.4,Win32,60.0240096,FALSE,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:90.0) Gecko/20100101 Firefox/90.0,1366,643,1366,768,,,,,,,,9,1.48,0.446614583,-0.393229167,1,0,0,next_trial_button,0,63,63,33,1,beach,invisiblesun,yesclouds,4,"751.5473032714411,500",
