language_mouse.x,language_mouse.y,language_mouse.leftButton,language_mouse.midButton,language_mouse.rightButton,language_mouse.time,language_mouse.clicked_name,nationality,mother_tongue,homeland,gender,age,email,date,expName,psychopyVersion,OS,frameRate,fbclid,cancel_experiment,cancel_reasons,client_agent_information,windowWidth,windowHeight,xRes,yRes,start_exp_mouse.x,start_exp_mouse.y,start_exp_mouse.leftButton,start_exp_mouse.midButton,start_exp_mouse.rightButton,start_exp_mouse.time,start_exp_mouse.clicked_name,rating_slider.response,rating_slider.rt,next_trial_mouse.x,next_trial_mouse.y,next_trial_mouse.leftButton,next_trial_mouse.midButton,next_trial_mouse.rightButton,next_trial_mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,environment,sunVisibility,cloudVisibility,imageId,imgSize,globalClockTime
0.288888906,-0.254629641,1,0,0,2.0467,gr_flag,gr,gr,gr,f,21,,2021-09-01_00h56.40.821,online_experiment,2021.1.4,Win32,30.13682117,IwAR3ztzjeE0sP0Y0VZ4yMyqv_ypAG7qenQXsY2JRfvM_zyJABeFueST0r5J8,FALSE,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1536,722,1536,864,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,gr,gr,gr,f,21,,2021-09-01_00h56.40.821,online_experiment,2021.1.4,Win32,30.13682117,IwAR3ztzjeE0sP0Y0VZ4yMyqv_ypAG7qenQXsY2JRfvM_zyJABeFueST0r5J8,FALSE,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1536,722,1536,864,0.04629631,-0.398148162,1,0,0,12.8302,cont_gr,3,21.9632,0.400000019,-0.389814828,1,0,0,next_trial_button,0,0,0,72,1,beach,invisiblesun,noclouds,9,"888.8888888888888,500",
,,,,,,,gr,gr,gr,f,21,,2021-09-01_00h56.40.821,online_experiment,2021.1.4,Win32,30.13682117,IwAR3ztzjeE0sP0Y0VZ4yMyqv_ypAG7qenQXsY2JRfvM_zyJABeFueST0r5J8,FALSE,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1536,722,1536,864,,,,,,,,6,8.3964,0.339814833,-0.411111125,1,0,0,next_trial_button,0,1,1,44,1,landscape,invisiblesun,noclouds,5,"666.6666666666666,500",
,,,,,,,gr,gr,gr,f,21,,2021-09-01_00h56.40.821,online_experiment,2021.1.4,Win32,30.13682117,IwAR3ztzjeE0sP0Y0VZ4yMyqv_ypAG7qenQXsY2JRfvM_zyJABeFueST0r5J8,FALSE,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1536,722,1536,864,,,,,,,,8,8.3328,0.337037168,-0.414814828,1,0,0,next_trial_button,0,2,2,63,1,landscape,visiblesun,yesclouds,7,"331.94444444444446,500",
,,,,,,,gr,gr,gr,f,21,,2021-09-01_00h56.40.821,online_experiment,2021.1.4,Win32,30.13682117,IwAR3ztzjeE0sP0Y0VZ4yMyqv_ypAG7qenQXsY2JRfvM_zyJABeFueST0r5J8,FALSE,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1536,722,1536,864,,,,,,,,7,33.8247,0.346296428,-0.402777791,1,0,0,next_trial_button,0,3,3,79,1,landscape,visiblesun,yesclouds,9,"1028.5714285714284,500",
,,,,,,,gr,gr,gr,f,21,,2021-09-01_00h56.40.821,online_experiment,2021.1.4,Win32,30.13682117,IwAR3ztzjeE0sP0Y0VZ4yMyqv_ypAG7qenQXsY2JRfvM_zyJABeFueST0r5J8,FALSE,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1536,722,1536,864,,,,,,,,1,5.3789,0.35185187,-0.419444458,1,0,0,next_trial_button,0,4,4,60,1,landscape,invisiblesun,noclouds,7,"666.7268134247564,500",
,,,,,,,gr,gr,gr,f,21,,2021-09-01_00h56.40.821,online_experiment,2021.1.4,Win32,30.13682117,IwAR3ztzjeE0sP0Y0VZ4yMyqv_ypAG7qenQXsY2JRfvM_zyJABeFueST0r5J8,FALSE,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1536,722,1536,864,,,,,,,,2,7.4481,0.3814815,-0.389814828,1,0,0,next_trial_button,0,5,5,30,1,landscape,visiblesun,noclouds,3,"346.3035019455253,500",
,,,,,,,gr,gr,gr,f,21,,2021-09-01_00h56.40.821,online_experiment,2021.1.4,Win32,30.13682117,IwAR3ztzjeE0sP0Y0VZ4yMyqv_ypAG7qenQXsY2JRfvM_zyJABeFueST0r5J8,FALSE,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1536,722,1536,864,,,,,,,,7,3.5743,0.376851871,-0.419444458,1,0,0,next_trial_button,0,6,6,66,1,beach,visiblesun,noclouds,8,"1028.5714285714284,500",
,,,,,,,gr,gr,gr,f,21,,2021-09-01_00h56.40.821,online_experiment,2021.1.4,Win32,30.13682117,IwAR3ztzjeE0sP0Y0VZ4yMyqv_ypAG7qenQXsY2JRfvM_zyJABeFueST0r5J8,FALSE,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1536,722,1536,864,,,,,,,,6,22.2456,0.375000019,-0.389814828,1,0,0,next_trial_button,0,7,7,77,1,landscape,invisiblesun,yesclouds,9,"888.8888888888888,500",
,,,,,,,gr,gr,gr,f,21,,2021-09-01_00h56.40.821,online_experiment,2021.1.4,Win32,30.13682117,IwAR3ztzjeE0sP0Y0VZ4yMyqv_ypAG7qenQXsY2JRfvM_zyJABeFueST0r5J8,FALSE,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",1536,722,1536,864,,,,,,,,6,2.8767,0.384259278,-0.398148162,1,0,0,next_trial_button,0,8,8,11,1,beach,visiblesun,yesclouds,1,"989.8132427843803,500",
