language_mouse.x,language_mouse.y,language_mouse.leftButton,language_mouse.midButton,language_mouse.rightButton,language_mouse.time,language_mouse.clicked_name,nationality,mother_tongue,homeland,gender,age,email,date,expName,psychopyVersion,OS,frameRate,cancel_experiment,cancel_reasons,client_agent_information,windowWidth,windowHeight,xRes,yRes,start_exp_mouse.x,start_exp_mouse.y,start_exp_mouse.leftButton,start_exp_mouse.midButton,start_exp_mouse.rightButton,start_exp_mouse.time,start_exp_mouse.clicked_name,rating_slider.response,rating_slider.rt,next_trial_mouse.x,next_trial_mouse.y,next_trial_mouse.leftButton,next_trial_mouse.midButton,next_trial_mouse.rightButton,next_trial_mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,environment,sunVisibility,cloudVisibility,imageId,imgSize,globalClockTime
-0.352726085,-0.254420082,1,0,0,3.3678,de_flag,de,de,de,f,25,,2021-08-06_15h37.17.783,online_experiment,2021.1.4,Win32,59.99160118,FALSE,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36 Edg/92.0.902.55",1477,725,1536,864,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,de,de,de,f,25,,2021-08-06_15h37.17.783,online_experiment,2021.1.4,Win32,59.99160118,FALSE,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36 Edg/92.0.902.55",1477,725,1536,864,0.012913096,-0.37290569,1,0,0,19.997,start_button,7,4.057,0.426686942,-0.418263462,1,0,0,next_trial_button,0,0,0,46,1,landscape,visiblesun,noclouds,5,"750,500",
,,,,,,,de,de,de,f,25,,2021-08-06_15h37.17.783,online_experiment,2021.1.4,Win32,59.99160118,FALSE,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36 Edg/92.0.902.55",1477,725,1536,864,,,,,,,,10,2.9216,0.352633437,-0.423817475,1,0,0,next_trial_button,0,1,1,4,1,landscape,invisiblesun,noclouds,0,"1276.9171185127807,500",
,,,,,,,de,de,de,f,25,,2021-08-06_15h37.17.783,online_experiment,2021.1.4,Win32,59.99160118,FALSE,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36 Edg/92.0.902.55",1477,725,1536,864,,,,,,,,10,2.0224,0.405396672,-0.408081105,1,0,0,next_trial_button,0,2,2,21,1,landscape,invisiblesun,yesclouds,2,"750,500",
,,,,,,,de,de,de,f,25,,2021-08-06_15h37.17.783,online_experiment,2021.1.4,Win32,59.99160118,FALSE,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36 Edg/92.0.902.55",1477,725,1536,864,,,,,,,,3,4.3933,0.482227184,-0.418263462,1,0,0,next_trial_button,0,3,3,72,1,beach,invisiblesun,noclouds,9,"888.8888888888888,500",
,,,,,,,de,de,de,f,25,,2021-08-06_15h37.17.783,online_experiment,2021.1.4,Win32,59.99160118,FALSE,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36 Edg/92.0.902.55",1477,725,1536,864,,,,,,,,1,3.1556,0.408173679,-0.404378486,1,0,0,next_trial_button,0,4,4,60,1,landscape,invisiblesun,noclouds,7,"666.7268134247564,500",
,,,,,,,de,de,de,f,25,,2021-08-06_15h37.17.783,online_experiment,2021.1.4,Win32,59.99160118,FALSE,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36 Edg/92.0.902.55",1477,725,1536,864,,,,,,,,7,2.3842,0.418355923,-0.421966137,1,0,0,next_trial_button,0,5,5,31,1,landscape,visiblesun,yesclouds,3,"638.0622837370242,500",
,,,,,,,de,de,de,f,25,,2021-08-06_15h37.17.783,online_experiment,2021.1.4,Win32,59.99160118,FALSE,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36 Edg/92.0.902.55",1477,725,1536,864,,,,,,,,7,4.901,0.426686942,-0.449736201,1,0,0,next_trial_button,0,6,6,0,1,beach,invisiblesun,noclouds,0,"750,500",
,,,,,,,de,de,de,f,25,,2021-08-06_15h37.17.783,online_experiment,2021.1.4,Win32,59.99160118,FALSE,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36 Edg/92.0.902.55",1477,725,1536,864,,,,,,,,10,2.0879,0.433166737,-0.423817475,1,0,0,next_trial_button,0,7,7,2,1,beach,visiblesun,noclouds,0,"375,500",
,,,,,,,de,de,de,f,25,,2021-08-06_15h37.17.783,online_experiment,2021.1.4,Win32,59.99160118,FALSE,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36 Edg/92.0.902.55",1477,725,1536,864,,,,,,,,10,2.4528,0.472970383,-0.423817475,1,0,0,next_trial_button,0,8,8,33,1,beach,invisiblesun,yesclouds,4,"751.5473032714411,500",
